SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF,WANDSF
2023-03-12 00:00:00,99.9547,0.0,0.0,66.2,0.0,0.0,640.3,0.0,0.0,0.0,0.0,0.0,168.24,0.0,0.0,0.0,0.0,0.0,0,0.0,963.025,0.0,21.6,0.0,0.0,0.0,-0.126,86.06,0.0,0.0,1.79,755.356,0.0,0.0,-0.011,0.0,49.3313,1.0,0.0,632.437,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,1365.8,0.2175,1386.1,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.53,0.0,0.0,,0.0,0.0
2023-03-12 00:05:00,129.402,0.0,0.0,66.2,0.0,0.0,641.2,0.0,0.0,0.0,0.0,0.0,174.61,0.0,0.0,0.0,0.0,0.0,0,0.0,960.75,0.0,21.6,0.0,0.0,0.0,-0.126,85.71,0.0,0.0,1.9,746.662,0.0,0.0,-0.011,0.0,49.2,1.0,0.0,657.859,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,1310.2,0.2175,1371.8,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.44,0.0,0.0,,0.0,0.0
2023-03-12 00:10:00,129.614,0.0,0.0,66.2,0.0,0.0,638.1,0.0,0.0,0.0,0.0,0.0,167.33,0.0,0.0,0.0,0.0,0.0,0,0.0,953.225,0.0,21.4,0.0,0.0,0.0,-0.126,86.0175,0.0,0.0,1.72,747.098,0.0,0.0,-0.011,0.0,49.35,1.0,0.0,668.357,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,1241.83,0.2175,1364.9,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.23,0.0,0.0,,0.0,0.0
2023-03-12 00:15:00,99.995,0.0,0.0,66.2,0.0,0.0,640.3,0.0,0.0,0.0,0.0,0.0,196.33,0.0,0.0,0.0,0.0,0.0,0,0.0,943.075,0.0,21.6,0.0,0.0,0.0,-0.126,85.97,0.0,0.0,1.8,751.059,0.0,0.0,-0.011,0.0,49.3313,1.0,0.0,668.632,0.0,10.4399995804,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,1225.01,0.2175,1367.8,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.01,0.0,0.0,,0.0,0.0
2023-03-12 00:20:00,98.9375,0.0,0.0,66.2,0.0,0.0,640.2,0.0,0.0,0.0,0.0,0.0,214.06,0.0,0.0,0.0,0.0,0.0,0,0.0,936.425,0.0,21.8,0.0,0.0,0.0,-0.126,85.88,0.0,0.0,1.45,746.443,0.0,0.0,-0.011,0.0,49.275,2.0,0.0,615.881,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,1215.35,0.2175,1367.9,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.28,0.199,0.0,,0.0,0.0
2023-03-12 00:25:00,99.9245,0.0,0.0,66.2,0.0,0.0,641.5,0.0,0.0,0.0,0.0,0.0,218.98,0.0,0.0,0.0,0.0,0.0,0,0.0,933.975,0.0,21.4,0.0,0.0,0.0,-0.126,86.2025,0.0,0.0,1.03,747.316,0.0,0.0,-0.011,0.0,49.5375,3.0,0.0,571.537,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,1199.82,0.2175,1371.7,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.22,0.0,,0.0,0.0
2023-03-12 00:30:00,97.7189,0.0,0.0,66.2,0.0,0.0,631.0,0.0,0.0,0.0,0.0,0.0,230.93,0.0,0.0,0.0,0.0,0.0,0,0.0,919.45,0.0,21.5,0.0,0.0,0.0,-0.126,85.705,0.0,0.0,1.04,747.098,0.0,0.0,-0.011,0.0,49.3875,2.0,0.0,676.079,0.0,59.1300010681,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,1164.32,0.2175,1354.2,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.55,0.393,0.0,,0.0,0.0
2023-03-12 00:35:00,100.368,0.0,0.0,66.2,0.0,0.0,641.3,0.0,0.0,0.0,0.0,0.0,259.18,0.0,0.0,0.0,0.0,0.0,0,0.0,910.525,0.0,21.8,0.0,0.0,0.0,-0.126,85.965,0.0,0.0,1.26,755.356,0.0,0.0,-0.011,0.0,49.5,3.0,0.0,619.451,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,1132.67,0.2175,1366.6,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.65,0.252,0.0,,0.0,0.0
2023-03-12 00:40:00,128.073,0.0,0.0,66.2,0.0,0.0,640.5,0.0,0.0,0.0,0.0,0.0,261.32,0.0,0.0,0.0,0.0,0.0,0,0.0,903.0,0.0,22.1,0.0,0.0,0.0,-0.126,85.475,0.0,0.0,1.45,744.463,0.0,0.0,-0.011,0.0,47.2312,3.54611,0.0,644.705,0.0,146.869995117,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,1164.64,0.2175,1366.2,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.65,0.232,0.0,,0.0,0.0
2023-03-12 00:45:00,115.172,0.0,0.0,66.0,0.0,0.0,639.7,0.0,0.0,0.0,0.0,0.0,234.89,0.0,0.0,0.0,0.0,0.0,0,0.0,893.725,0.0,22.2,0.0,0.0,0.0,-0.126,85.68,0.0,0.0,1.64,746.443,0.0,0.0,-0.011,0.0,44.925,2.53888,0.0,647.162,0.0,216.13999939,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,1156.5,0.2175,1367.6,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.39,0.146,0.0,,0.0,0.0
