SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF,WANDSF,DULAWF,BBATTERY,CHBESS,WDBESS,MCINTYR,TULLYSM1,KINGASF,CLRKCWF,WAMBOWF
2025-06-16 00:00:00,0.28199,0.0,0.0,56.285,0.11687,0.0,560.6,663.575,0.0,0.0,0.0,0.0,4.69,0.0,0.0,0.0,0.0,0.0,0,0.0,805.786,0.0,15.759,0.0,0.0,0.0,-0.2,64.8075,0.0,0.0,39.6,704.313,0.0,0.0,0.0,0.0,22.5,129.204,0.0,583.302,0.0,104.440002441,0.0,0.0,27.1,0.0,-0.2,0.0,0.0,0.0,0.0,1052.78,0.2175,1303.9,-0.875,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.297,0.3958,,0.0,0.0,21.6,,,,2.61402,10.0,0.0,21.2183,
2025-06-16 00:05:00,0.28199,0.0,0.0,56.5325,0.11687,0.0,559.8,664.125,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0,0.0,850.842,0.0,15.668,0.0,0.0,0.0,-0.2,65.05,0.0,0.0,40.6,704.867,0.0,0.0,0.0,0.0,23.1,127.205,0.0,562.732,0.0,70.4599990845,0.0,0.0,31.3,0.0,-0.2,0.0,0.0,0.0,0.0,1078.5,0.2175,1302.5,-0.875,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.783,0.3958,,0.0,0.0,21.7,,,,0.46086,9.9,0.0,22.4983,
2025-06-16 00:10:00,0.28199,0.0,0.0,56.42,0.11687,0.0,559.9,661.1,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0,0.0,849.311,0.0,16.181,0.0,0.0,0.0,-0.2,64.645,0.0,0.0,42.0,704.094,0.0,0.0,0.0,0.0,23.7,135.684,0.0,606.481,0.0,14.7899999619,0.0,0.0,23.2,0.0,-0.2,0.0,0.0,0.0,0.0,1079.49,0.2175,1301.6,-0.875,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.759,0.3958,,0.0,0.0,24.4,,,,0.0,10.0,0.0,24.4818,
2025-06-16 00:15:00,0.28199,0.0,0.0,56.15,0.11687,0.0,558.9,659.725,0.0,0.0,0.0,0.0,3.65,0.0,0.0,0.0,0.0,0.0,0,0.0,842.105,0.0,16.037,0.0,0.0,0.0,-0.2,64.2725,0.0,0.0,41.2,702.987,0.0,0.0,0.0,0.0,23.9,133.677,0.0,610.525,0.0,0.0,0.0,0.0,24.2,0.0,-0.2,0.0,0.0,0.0,0.0,1083.35,0.2175,1299.3,-0.875,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.006,0.3958,,0.0,0.0,26.5,,,,3.74067,9.9,0.0,24.3507,
2025-06-16 00:20:00,0.28199,0.0,0.0,56.33,0.11687,0.0,558.9,660.825,0.0,0.0,0.0,0.0,5.55,0.0,0.0,0.0,0.0,0.0,0,0.0,841.695,0.0,14.958,0.0,0.0,0.0,-0.2,64.4575,0.0,0.0,41.3,702.987,0.0,0.0,0.0,0.0,23.9,132.133,0.0,618.612,0.0,0.0,0.0,0.0,26.5,0.0,-0.2,0.0,0.0,0.0,0.0,1083.25,0.2175,1296.6,-0.875,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.665,0.3958,,0.0,0.0,27.3,,,,4.45235,10.1,0.0,21.5357,
2025-06-16 00:25:00,0.28199,0.0,0.0,50.615,0.11687,0.0,559.2,663.3,0.0,0.0,0.0,0.0,3.86,0.0,0.0,0.0,0.0,0.0,0,0.0,790.022,0.0,16.092,0.0,0.0,0.0,-0.2,64.6175,0.0,0.0,41.8,704.195,0.0,0.0,0.0,0.0,24.0,136.536,0.0,600.835,0.0,0.0,0.0,0.0,28.2,0.0,-0.2,0.0,0.0,0.0,0.0,1039.47,0.2175,1300.4,-0.875,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.869,0.3958,,0.0,0.0,30.8,,,,4.07014,10.0,0.0,17.2626,
2025-06-16 00:30:00,0.28199,0.0,0.0,56.195,0.11687,0.0,558.1,662.2,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0,0.0,790.111,0.0,15.809,0.0,0.0,0.0,-0.2,64.4275,0.0,0.0,41.9,695.618,0.0,0.0,0.0,0.0,24.8,139.731,0.0,615.057,0.0,0.0,0.0,0.0,27.0,0.0,-0.2,0.0,0.0,0.0,0.0,1039.34,0.2175,1297.8,-0.875,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.617,0.3958,,0.0,0.0,31.6,,,,4.80256,9.9,0.0,18.05,
2025-06-16 00:35:00,0.28199,0.0,0.0,56.1275,0.11687,0.0,557.4,661.375,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0,0.0,823.607,0.0,15.927,0.0,0.0,0.0,-0.2,64.485,0.0,0.0,42.4,703.658,0.0,0.0,0.0,0.0,24.8,142.0,0.0,622.137,0.0,0.0,0.0,0.0,27.6,0.0,-0.2,0.0,0.0,0.0,0.0,1080.18,0.2175,1301.6,-0.875,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.301,0.3958,,0.0,0.0,33.8,,,,3.43334,9.9,0.0,17.9139,
2025-06-16 00:40:00,0.28199,0.0,0.0,56.1275,0.11687,0.0,556.6,659.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,791.082,0.0,15.615,0.0,0.0,0.0,-0.2,64.5225,0.0,0.0,42.5,702.668,0.0,0.0,0.0,0.0,23.9,143.041,0.0,621.786,0.0,0.0,0.0,0.0,27.1,0.0,-0.2,0.0,0.0,0.0,0.0,1065.43,0.2175,1295.8,-0.875,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.622,0.3958,,0.0,0.0,29.2,,,,3.3065,10.0,0.0,18.175,
2025-06-16 00:45:00,0.28199,0.0,0.0,56.06,0.11687,0.0,559.8,660.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,791.014,0.0,15.551,0.0,0.0,0.0,-0.2,64.6575,0.0,0.0,42.4,704.313,0.0,0.0,0.0,0.0,23.0,145.719,0.0,619.558,0.0,0.0,0.0,0.0,25.2,0.0,-0.2,0.0,0.0,0.0,0.0,1043.87,0.2175,1300.8,-0.875,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.423,0.3958,,0.0,0.0,27.7,,,,5.56518,10.0,0.0,18.9778,
