SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF,WANDSF
2023-04-02 00:00:00,1.93363,0.0,0.0,0.0,0.0,0.0,497.4,0.0,0.0,0.0,0.0,0.0,21.71,0.0,0.0,0.0,0.0,0.0,0,0.0,643.65,0.0,0.0,0.0,0.0,0.0,-0.246,85.9525,0.0,0.0,27.0,750.287,0.0,0.0,-0.02,0.0,36.2062,0.0,0.0,581.654,0.0,433.380004883,0.0,0.0,-0.4,0.08121,-0.2,0.0,0.0,0.0,0.0,1420.08,0.2175,1051.9,-0.5,0.0,0.0,0.0,0.0,236.56,0.0,0.0,0.0,120.46,1.109,0.0,,0.0,0.0
2023-04-02 00:05:00,1.93363,0.0,0.0,0.0,0.0,0.0,493.3,0.0,0.0,0.0,0.0,0.0,23.73,0.0,0.0,0.0,0.0,0.0,0,0.0,639.45,0.0,0.0,0.0,0.0,0.0,-0.246,85.9475,0.0,0.0,27.13,754.249,0.0,0.0,-0.02,0.0,36.0375,0.0,0.0,615.835,0.0,454.869995117,0.0,0.0,-0.4,0.08121,-0.2,0.0,0.0,0.0,0.0,1377.79,0.2175,1049.3,-0.5,0.0,0.0,0.0,0.0,257.81,0.0,0.0,0.0,119.5,0.78,0.0,,0.0,0.0
2023-04-02 00:10:00,1.93363,0.0,0.0,4.32,0.0,0.0,491.1,0.0,0.0,0.0,0.0,0.0,24.91,0.0,0.0,0.0,0.0,0.0,0,0.0,641.375,0.0,0.7,0.0,0.0,0.0,-0.246,85.65,0.01,0.0,24.02,752.268,0.0,0.0,-0.02,0.0,34.5,0.0,0.0,633.353,0.0,431.950012207,0.0,0.0,-0.4,0.08121,-0.2,0.0,0.0,0.0,0.0,1359.38,0.2175,1045.0,-0.5,0.0,0.0,0.0,0.0,258.23,0.0,0.0,0.0,120.51,1.237,0.0,,0.0,0.0
2023-04-02 00:15:00,1.93363,0.0,0.0,5.36,0.0,0.0,495.9,0.0,0.0,0.0,0.0,0.0,30.21,0.0,0.0,0.0,0.0,0.0,0,0.0,640.85,0.0,2.6,0.0,0.0,0.0,-0.246,85.7925,0.01,0.0,19.15,752.939,0.0,0.0,-0.02,0.0,33.825,0.0,0.0,633.505,0.0,411.459991455,0.0,0.0,-0.4,0.08121,-0.2,0.0,0.0,0.0,0.0,1342.18,0.2175,1051.2,-0.5,0.0,0.0,0.0,0.0,235.63,0.0,0.0,0.0,120.16,0.713,0.0,,0.0,0.0
2023-04-02 00:20:00,1.93363,0.0,0.0,5.36,0.0,0.0,494.3,0.0,0.0,0.0,0.0,0.0,31.18,0.0,0.0,0.0,0.0,0.0,0,0.0,642.775,0.0,4.4,0.0,0.0,0.0,-0.246,86.1975,0.01,0.0,14.65,758.109,0.0,0.0,-0.02,0.0,34.7063,0.0,0.0,646.186,0.0,388.630004883,0.0,0.0,-0.4,0.08121,-0.2,0.0,0.0,0.0,0.0,1323.69,0.2175,1048.7,-0.5,0.0,0.0,0.0,0.0,233.57,0.0,0.0,0.0,120.41,1.137,0.0,,0.0,0.0
2023-04-02 00:25:00,1.93363,0.0,0.0,5.36,0.0,0.0,494.6,0.0,0.0,0.0,0.0,0.0,31.8,0.0,0.0,0.0,0.0,0.0,0,0.0,643.125,0.0,4.3,0.0,0.0,0.0,-0.246,86.0025,0.01,0.0,12.83,757.119,0.0,0.0,-0.02,0.0,34.8,0.0,0.0,657.523,0.0,385.880004883,0.0,0.0,-0.4,0.08121,-0.2,0.0,0.0,0.0,0.0,1314.68,0.2175,1048.7,-0.5,0.0,0.0,0.0,0.0,236.39,0.0,0.0,0.0,120.56,1.459,0.0,,0.0,0.0
2023-04-02 00:30:00,1.93363,0.0,0.0,21.04,0.0,0.0,490.7,0.0,0.0,0.0,0.0,0.0,31.63,0.0,0.0,0.0,0.0,0.0,0,0.0,643.125,0.0,5.9,0.0,0.0,0.0,-0.246,85.86,0.01,0.0,12.65,761.835,0.0,0.0,-0.02,0.0,35.6062,0.0,0.0,657.859,0.0,374.190002441,0.0,0.0,-0.4,0.08121,-0.2,0.0,0.0,0.0,0.0,1292.79,0.2175,1046.1,-0.5,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,120.31,1.807,0.0,,0.0,0.0
2023-04-02 00:35:00,1.93363,0.0,0.0,32.52,0.0,0.0,494.3,0.0,0.0,0.0,0.0,0.0,30.06,0.0,0.0,0.0,0.0,0.0,0,0.0,641.9,0.0,6.3,0.0,0.0,0.0,-0.246,71.9975,0.01,0.0,12.35,755.356,0.0,0.0,-0.02,0.0,35.3438,0.0,0.0,659.568,0.0,368.579986572,0.0,0.0,-0.4,0.08121,-0.2,0.0,0.0,0.0,0.0,1286.46,0.2175,1047.5,-0.5,0.0,0.0,0.0,0.0,234.19,0.0,0.0,0.0,119.6,2.462,0.0,,0.0,0.0
2023-04-02 00:40:00,1.93363,0.0,0.0,37.72,0.0,0.0,494.9,0.0,0.0,0.0,0.0,0.0,30.05,0.0,0.0,0.0,0.0,0.0,0,0.0,639.8,0.0,8.1,0.0,0.0,0.0,-0.246,71.2675,0.01,0.0,14.83,755.575,0.0,0.0,-0.02,0.0,35.1,0.0,0.0,668.251,0.0,364.010009766,0.0,0.0,-0.4,0.08121,-0.2,0.0,0.0,0.0,0.0,1272.04,0.2175,1048.2,-0.5,0.0,0.0,0.0,0.0,233.74,0.0,0.0,0.0,120.36,2.398,0.0,,0.0,0.0
2023-04-02 00:45:00,1.93363,0.0,0.0,52.88,0.0,0.0,497.4,0.0,0.0,0.0,0.0,0.0,29.82,0.0,0.0,0.0,0.0,0.0,0,0.0,644.175,0.0,7.6,0.0,0.0,0.0,-0.246,71.29,0.01,0.0,14.86,763.38,0.0,0.0,-0.02,0.0,34.0687,0.0,0.0,652.182,0.0,323.869995117,0.0,0.0,-0.4,0.08121,-0.2,0.0,0.0,0.0,0.0,1258.29,0.2175,1051.6,-0.5,0.0,0.0,0.0,0.0,238.03,0.0,0.0,0.0,119.8,2.36,0.0,,0.0,0.0
