SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF
2022-09-26 00:00:00,0.0,1.8,0.0,0.0,16.366,104.277,0.0,0.0,2.8,1.07,13.19,0.0,0.77718,0.0,0.0,0,0.0,120.35,120.04,25.47,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1667,1151.88,0.0,149.815,5.985,100.4,0.0,0,5.07675,71.2,377.0,0.0,0.0,397.875,0.0,5.7,3.3,0,12.31,165.33,3.9,0.0,16.499,0.0,0.0,63.6,1388.92,-0.1,0.0,40.26,7.3
2022-09-26 00:05:00,0.0,0.6,0.0,0.0,17.105,100.023,0.0,1.31,2.7,0.55,0.01,0.0,1.19098,0.0,0.0,0,0.0,129.57,120.32,25.38,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1661,1153.38,0.0,157.95,6.18,101.62,0.0,0,4.92721,75.0,636.2,0.0,0.0,373.5,0.0,4.9,3.3,0,10.24,154.95,1.7,0.0,16.04,0.0,0.0,30.3,1375.62,-0.2,0.0,47.97,7.4
2022-09-26 00:10:00,0.0,0.4,0.0,0.0,17.846,96.2203,0.0,3.37,2.9,0.4,-0.02,0.0,1.08614,0.0,0.0,0,0.0,129.49,120.36,26.71,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1687,1157.52,0.0,159.925,7.05,110.15,0.0,0,4.32142,76.5,607.0,0.0,0.0,348.375,0.0,4.0,3.6,0,8.95,150.42,0.0,0.0,12.98,0.0,0.0,24.0,1373.38,-0.2,0.0,45.52,7.7
2022-09-26 00:15:00,0.0,0.0,0.0,0.0,17.753,89.3843,0.0,2.05,2.9,0.12,-0.01,0.0,1.22458,0.0,0.0,0,0.0,116.78,120.36,29.13,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1667,1153.38,0.0,159.005,6.975,116.21,0.0,0,3.78582,78.1,604.6,0.0,0.0,346.875,0.0,4.2,3.0,0,8.25,136.44,0.9,0.0,8.497,0.0,0.0,23.9,1361.03,-0.1,0.0,45.14,8.2
2022-09-26 00:20:00,0.0,0.0,0.0,0.0,17.359,85.4353,0.0,3.71,4.1,0.17,0.0,0.0,1.03443,0.0,0.0,0,0.0,115.23,120.28,30.45,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1677,1156.77,0.0,160.06,6.96,129.11,0.0,0,3.99487,76.6,448.4,0.0,0.0,349.5,0.0,3.358,2.4,0,9.64,139.57,11.9,0.0,3.936,0.0,0.0,23.9,1353.66,-0.1,0.0,42.31,8.9
2022-09-26 00:25:00,0.0,0.0,0.0,0.0,19.41,88.1148,0.0,2.61,0.0,0.0,0.0,0.0,0.86758,0.0,0.0,0,0.0,115.7,120.28,28.82,0.10714,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1687,1157.89,0.0,160.455,0.0,151.51,0.0,0,3.729,76.3,433.2,0.0,0.0,349.875,0.0,3.0,3.0,0,10.14,136.79,9.9,0.0,2.403,0.0,0.0,24.0,1347.86,-0.2,0.0,38.38,9.6
2022-09-26 00:30:00,0.0,0.0,0.0,0.0,19.707,88.7984,0.0,1.25,2.8,0.0,-0.02,0.0,0.21548,0.0,0.0,0,0.0,117.71,120.2,26.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1665,1151.5,9.29979,158.47,6.3,151.61,0.0,0,4.54726,78.5,423.3,0.0,0.0,345.75,0.0,2.1,4.2,0,9.68,131.57,0.0,0.0,1.294,0.0,0.0,23.9,1333.15,-0.1,0.0,35.53,11.8
2022-09-26 00:35:00,0.0,0.0,0.0,0.0,20.292,83.5248,0.0,1.3,2.0,0.0,0.0,0.0,0.09135,0.0,0.0,0,0.0,112.51,95.12,28.81,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1682,1157.14,3.99991,160.635,5.88,138.75,0.0,0,4.97604,77.8,445.8,0.0,0.0,349.125,0.0,1.2,6.0,0,11.75,126.66,18.5,0.0,0.0,0.0,0.0,23.9,1311.54,0.0,0.0,34.4,12.1
2022-09-26 00:40:00,0.0,0.0,0.0,0.0,19.744,89.0242,0.0,0.77,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,108.56,69.52,28.23,0.18484,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1688,1160.53,10.1998,161.785,6.27,131.64,0.0,0,5.91754,74.6,492.3,0.0,0.0,351.375,0.0,1.1,8.1,0,12.71,120.01,8.8,0.0,0.0,0.0,0.0,24.1,1309.72,0.1,0.0,35.65,12.4
2022-09-26 00:45:00,0.0,0.8,0.0,0.0,19.992,93.1624,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0,0.0,102.46,60.24,24.8,0.00606,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1689,1157.14,13.9997,159.985,0.0,129.18,0.0,0,7.82189,71.9,636.8,0.0,0.0,350.625,0.0,0.795,7.8,0,12.7,111.85,15.0,0.0,0.0,0.0,0.0,24.0,1261.1,0.2,0.0,30.53,13.2
2022-09-26 00:50:00,0.0,0.8,0.0,0.0,19.636,93.3577,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,109.69,60.28,21.44,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1671,1152.63,17.1996,159.815,5.88,118.64,0.0,0,10.1611,73.5,612.6,0.0,0.0,348.75,0.0,0.8,8.1,0,12.42,104.66,0.0,0.0,0.0,0.0,0.0,23.9,1244.42,0.5,0.0,27.24,13.0
2022-09-26 00:55:00,0.0,0.1,0.0,0.0,18.424,87.1382,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0,0.0,121.78,60.28,18.69,0.39716,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1688,1159.77,14.8997,162.295,4.995,101.07,0.0,0,12.038,68.4,489.5,0.0,0.0,351.375,0.0,0.8,9.0,0,13.92,95.21,3.7,0.0,0.0,0.0,0.0,24.2,1238.74,0.5,0.0,24.9,11.7
2022-09-26 01:00:00,0.0,0.0,0.0,0.0,15.608,98.1857,0.25,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0,0.0,122.61,60.12,18.72,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1680,1155.64,10.6997,160.84,4.56,84.96,0.0,0,13.3976,62.8,691.6,0.0,0.0,348.75,0.0,1.2,9.0,0,15.95,84.21,7.4,0.0,0.0,0.0,0.0,24.0,1147.35,0.4,0.0,21.88,9.5
