SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS,GLENSF,HD1WF,GIRGSF,RYANCWF,GPWFEST,RANGEB,WUNUSF,MOKOSF,KERNGSP,WNSF
2025-06-23 00:00:00,0.0,153.9,,0.0,15.957,171.258,,91.03,35.6,53.15,0.0,0.0,75.4934,145.2,0.0,0,5.3,226.42,0.0,79.72,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1234.0,911.25,240.5,0.02,18.93,288.24,0.0,133.2,0.0,125.4,0.0,172.8,0.0,0.0,0.0,56.9,92.2,0.0,47.81,500.82,,0.0,130.951,0.0,0.0,0.1,738.375,16.6,0.0,135.26,13.7,52.7016,,,0.0,177.58,0.0,146.12,418.49,,0.0,0.0,0.0,0.0
2025-06-23 00:05:00,0.0,150.2,,0.0,20.56,169.982,,90.94,35.3,53.37,0.0,0.0,74.4694,143.7,0.0,0,5.3,195.47,0.0,80.95,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,0.0,1192.0,846.75,241.3,0.02,18.54,296.79,0.0,131.41,0.15564,61.9,0.0,370.91,0.0,0.0,0.0,58.7,83.9,0.0,47.54,502.47,,0.0,127.431,0.0,0.0,0.1,717.719,16.6,0.0,135.03,13.8,99.4308,,,0.0,176.98,0.0,140.0,436.07,,0.0,0.0,0.0,0.0
2025-06-23 00:10:00,0.0,148.4,,0.0,20.511,169.165,,91.02,34.3,53.14,0.0,0.0,75.8006,142.9,0.0,0,5.3,169.08,0.0,80.81,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,0.0,1227.0,765.75,250.8,0.02,18.63,298.07,0.0,131.61,0.0,116.3,0.0,293.24,0.0,0.0,0.0,56.0,85.2,0.0,42.83,502.34,,0.0,125.486,0.0,0.0,0.2,701.844,15.5,0.0,131.34,13.7,100.401,,,0.0,178.0,0.0,131.9,456.56,,0.0,0.0,0.0,0.0
2025-06-23 00:15:00,0.0,147.9,,0.0,21.936,170.782,,90.61,35.5,53.01,0.0,0.0,76.0422,143.0,0.0,0,5.3,153.92,0.0,79.83,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,1261.0,694.125,257.1,0.02,18.21,297.1,0.0,132.29,0.39979,116.4,0.0,289.68,0.0,0.0,0.0,56.6,91.2,0.0,39.79,500.48,,0.0,122.746,0.0,0.0,0.1,683.969,14.7,0.0,131.24,13.7,100.206,,,0.0,177.26,0.0,123.32,456.01,,0.0,0.0,0.0,0.0
2025-06-23 00:20:00,0.0,146.4,,0.0,20.173,167.712,,89.67,36.8,53.04,0.0,0.0,75.7268,142.5,0.0,0,5.3,157.17,0.0,79.31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,0.0,1228.0,681.375,250.2,0.02,17.97,298.18,0.0,137.62,1.79144,67.9,0.0,377.13,0.0,0.0,0.0,57.3,97.3,0.0,37.76,502.06,,0.0,124.303,0.0,0.0,0.2,668.281,15.3,0.0,134.73,13.8,99.6628,,,0.0,177.3,0.0,119.49,444.73,,0.0,0.0,0.0,0.0
2025-06-23 00:25:00,0.0,161.1,,0.0,21.793,170.538,,90.16,33.7,53.13,0.0,0.0,75.8333,144.1,0.0,0,5.3,154.45,0.0,76.71,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,0.0,1219.0,711.375,247.2,0.02,16.74,297.02,0.0,143.36,6.72475,70.4,0.0,377.13,0.0,0.0,0.0,55.6,106.5,0.0,45.28,502.56,,0.0,122.237,0.0,0.0,0.2,648.5,16.0,0.0,131.97,13.8,100.639,,,0.0,177.74,0.0,118.01,456.75,,0.0,0.0,0.0,0.0
2025-06-23 00:30:00,0.0,158.4,,0.0,20.608,169.195,,89.43,35.0,53.02,0.0,0.0,76.1733,142.8,0.0,0,5.3,145.45,0.0,77.76,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1182.0,675.375,240.5,0.02,16.77,299.04,0.0,141.92,12.035,49.0,0.0,377.58,0.0,0.0,0.0,54.2,112.5,0.0,48.55,503.07,,0.0,120.16,0.0,0.0,0.2,633.844,14.3,0.0,132.51,13.8,99.0585,,,0.0,176.66,0.0,121.53,461.81,,0.0,0.0,0.0,0.0
2025-06-23 00:35:00,0.0,158.5,,0.0,22.577,170.373,,88.72,37.2,52.96,0.0,0.0,76.2429,142.9,0.0,0,5.3,165.51,0.0,77.45,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,0.0,1200.0,671.25,241.7,0.02,18.015,300.05,0.0,143.4,16.2069,53.7,0.0,377.18,0.0,0.0,0.0,53.9,118.3,0.0,48.67,500.58,,0.0,121.749,0.0,0.0,0.2,627.062,14.4,0.0,135.24,13.8,100.114,,,0.0,177.72,0.0,121.32,466.56,,0.0,0.0,0.0,0.0
2025-06-23 00:40:00,0.0,158.2,,0.0,24.603,170.105,,86.77,35.6,53.13,0.0,0.0,76.0463,143.7,0.0,0,5.3,175.01,0.0,80.72,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1210.0,696.375,235.3,0.02,18.0,299.59,0.0,145.35,23.5206,116.1,0.0,247.41,0.0,0.0,0.0,61.4,121.4,0.0,49.59,499.38,,0.0,113.007,0.0,0.0,0.1,616.5,13.5,0.0,134.86,13.8,104.93,,,0.0,177.78,0.0,104.46,455.85,,0.0,0.0,0.0,0.0
2025-06-23 00:45:00,0.0,156.4,,0.0,27.487,170.831,,87.17,35.0,53.13,0.0,0.0,76.0136,142.8,0.0,0,5.3,187.59,0.0,81.57,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,0.0,1186.0,670.5,229.2,0.02,18.795,298.72,0.0,146.28,23.7159,126.1,0.0,249.19,0.0,0.0,0.0,61.9,127.0,0.0,48.71,500.84,,0.0,113.941,0.0,0.0,0.1,604.688,11.5,0.0,135.66,13.9,104.973,,,0.0,177.66,0.0,100.65,452.39,,0.0,0.0,0.0,0.0
