SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF,WANDSF,DULAWF,BBATTERY,CHBESS
2024-04-01 00:00:00,0.26185,0.0,0.0,0.0,0.0,0.0,563.5,0.0,0.0,0.0,0.0,0.44778,315.5,0.0,0.0,0.0,0.0,0.0,0,0.0,565.94,0.0,,0.28579,0.0,0.0,-0.075,86.1325,0.0,0.0,37.51,744.681,0.0,0.0,0.022,0.0,53.4937,91.1196,0.05,732.614,0.0,62.5200004578,0.0,0.0,-0.3,0.0,-0.1,0.0,0.0,0.0,0.0,959.297,-0.58,939.3,400.562,0.0,0.0,0.0,0.0,170.35,0.0,0.0,0.0,80.41,68.977,0.0,,0.0,0.0,102.3,0.50671,-0.05098
2024-04-01 00:05:00,0.26185,0.0,0.0,0.0,0.0,0.0,563.5,0.0,0.0,0.0,0.0,0.44778,313.34,0.0,0.0,0.0,0.0,0.0,0,0.0,555.017,0.0,,0.28579,0.0,0.0,-0.075,87.02,0.0,0.0,35.94,747.434,0.0,0.0,0.022,0.0,53.4937,87.3226,0.05,734.293,0.0,134.929992676,0.0,0.0,-0.3,0.0,-0.1,0.0,0.0,0.0,0.0,968.039,-0.58,973.0,400.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.16,80.167,0.0,,0.0,0.0,94.4,5.18815,-0.05098
2024-04-01 00:10:00,0.26185,0.0,0.0,0.0,0.0,0.0,564.1,0.0,0.0,0.0,0.0,0.44778,301.04,0.0,0.0,0.0,0.0,0.0,0,0.0,555.721,0.0,,0.28579,0.0,0.0,-0.075,86.225,0.0,0.0,32.67,748.088,0.0,0.0,0.022,0.0,53.325,85.1313,0.05,735.468,0.0,143.160003662,0.0,0.0,-0.3,0.0,-0.1,0.0,0.0,0.0,0.0,970.461,-0.58,975.8,400.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.01,88.823,0.0,,0.0,0.0,84.2,0.0,-0.05098
2024-04-01 00:15:00,0.26185,0.0,0.0,0.0,0.0,0.0,563.4,0.0,0.0,0.0,0.0,0.44778,300.4,0.0,0.0,0.0,0.0,0.0,0,0.0,562.721,0.0,,0.28579,0.0,0.0,-0.075,86.0775,0.0,0.0,32.16,749.414,0.0,0.0,0.022,0.0,53.3063,87.8879,0.05,734.781,0.0,80.4800033569,0.0,0.0,-0.3,0.0,-0.1,0.0,0.0,0.0,0.0,960.54,-0.58,942.2,401.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2,91.55,0.0,,0.0,0.0,83.3,0.0,-0.05098
2024-04-01 00:20:00,0.26185,0.0,0.0,0.0,0.0,0.0,562.7,0.0,0.0,0.0,0.0,0.44778,287.34,0.0,0.0,0.0,0.0,0.0,0,0.0,557.792,0.0,,0.28579,0.0,0.0,-0.075,86.1925,0.0,0.0,35.13,749.515,0.0,0.0,0.022,0.0,53.4563,94.9821,0.05,734.14,0.0,141.320007324,0.0,0.0,-0.3,0.0,-0.1,0.0,0.0,0.0,0.0,957.836,-0.58,968.3,398.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.86,95.132,0.0,,0.0,0.0,83.2,1.12617,-0.05098
2024-04-01 00:25:00,0.26185,0.0,0.0,0.0,0.0,0.0,563.4,0.0,0.0,0.0,0.0,0.44778,285.45,0.0,0.0,0.0,0.0,0.0,0,0.0,555.83,0.0,,0.28579,0.0,0.0,-0.075,85.8675,0.0,0.0,33.42,750.959,0.0,0.0,0.022,0.0,53.6062,88.0312,0.05,733.911,0.0,135.929992676,0.0,0.0,-0.3,0.0,-0.1,0.0,0.0,0.0,0.0,953.311,-0.58,935.3,400.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.96,89.335,0.0,,0.0,0.0,87.3,0.0,-0.05098
2024-04-01 00:30:00,0.26185,0.0,0.0,0.0,0.0,0.0,562.3,0.0,0.0,0.0,0.0,0.44778,287.74,0.0,0.0,0.0,0.0,0.0,0,0.0,557.156,0.0,,0.28579,0.0,0.0,-0.075,85.9875,0.0,0.0,32.41,753.258,0.0,0.0,0.022,0.0,53.4187,95.6129,0.05,736.338,0.0,113.75,0.0,0.0,-0.3,0.0,-0.1,0.0,0.0,0.0,0.0,926.163,-0.58,935.7,398.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.72,73.049,0.0,,0.0,0.0,85.3,-0.40714,-0.05098
2024-04-01 00:35:00,0.26185,0.0,0.0,0.0,0.0,0.0,565.0,0.0,0.0,0.0,0.0,0.44778,301.7,0.0,0.0,0.0,0.0,0.0,0,0.0,555.071,0.0,,0.28579,0.0,0.0,-0.075,86.135,0.0,0.0,34.22,758.865,0.0,0.0,0.022,0.0,53.4187,91.1155,0.05,736.826,0.0,93.5699996948,0.0,0.0,-0.3,0.0,-0.1,0.0,0.0,0.0,0.0,950.337,-0.58,952.0,401.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.1,68.075,0.0,,0.0,0.0,82.5,0.77303,-0.05098
2024-04-01 00:40:00,0.26185,0.0,0.0,0.0,0.0,0.0,563.4,0.0,0.0,0.0,0.0,0.44778,307.52,0.0,0.0,0.0,0.0,0.0,0,0.0,555.68,0.0,,0.28579,0.0,0.0,-0.075,86.17,0.0,0.0,33.72,758.865,0.0,0.0,0.022,0.0,53.6813,87.1711,0.05,737.39,0.0,88.1800003052,0.0,0.0,-0.3,0.0,-0.1,0.0,0.0,0.0,0.0,956.913,-0.58,942.8,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.8,74.826,0.0,,0.0,0.0,84.0,-0.60126,-0.05098
2024-04-01 00:45:00,0.26185,0.0,0.0,0.0,0.0,0.0,563.8,0.0,0.0,0.0,0.0,0.44778,302.55,0.0,0.0,0.0,0.0,0.0,0,0.0,555.345,0.0,,0.28579,0.0,0.0,-0.075,86.09,0.0,0.0,35.89,761.399,0.0,0.0,0.022,0.0,53.5875,83.1406,0.05,736.704,0.0,3.95000004768,0.0,0.0,-0.3,0.0,-0.1,0.0,0.0,0.0,0.0,959.951,-0.58,938.6,398.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.35,81.944,0.0,,0.0,0.0,87.6,0.0,-0.05098
2024-04-01 00:50:00,0.26185,0.0,0.0,0.0,0.0,0.0,563.7,0.0,0.0,0.0,0.0,0.44778,304.77,0.0,0.0,0.0,0.0,0.0,0,0.0,553.745,0.0,,0.28579,0.0,0.0,-0.075,85.86,0.0,0.0,33.6,754.584,0.0,0.0,0.022,0.0,53.5125,88.4777,0.05,736.139,0.0,27.6299991608,0.0,0.0,-0.3,0.0,-0.1,0.0,0.0,0.0,0.0,960.335,-0.58,941.2,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.24,87.782,0.0,,0.0,0.0,86.3,0.0,-0.05098
2024-04-01 00:55:00,0.26185,0.0,0.0,0.0,0.0,0.0,564.6,0.0,0.0,0.0,0.0,0.44778,299.39,0.0,0.0,0.0,0.0,0.0,0,0.0,555.427,0.0,,0.28579,0.0,0.0,-0.075,86.185,0.0,0.0,32.02,758.982,0.0,0.0,0.022,0.0,53.5312,86.5731,0.05,735.819,0.0,12.0100002289,0.0,0.0,-0.3,0.0,-0.1,0.0,0.0,0.0,0.0,961.45,-0.58,941.2,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.81,86.516,0.0,,0.0,0.0,88.8,0.49934,-0.05098
2024-04-01 01:00:00,0.26185,0.0,0.0,0.0,0.0,0.0,564.5,0.0,0.0,0.0,0.0,0.44778,286.61,0.0,0.0,0.0,0.0,0.0,0,0.0,554.333,0.0,,0.28579,0.0,0.0,-0.075,86.0625,0.0,0.0,30.72,757.555,0.0,0.0,0.022,0.0,53.5875,77.5373,0.05,735.102,0.0,26.5799999237,0.0,0.0,-0.3,0.0,-0.1,0.0,0.0,0.0,0.0,962.796,-0.58,942.3,401.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.51,84.538,0.0,,0.0,0.0,80.0,0.0,-0.05098
