SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS,GLENSF,HD1WF,GIRGSF,RYANCWF,GPWFEST,RANGEB,WUNUSF,MOKOSF,KERNGSP
2025-02-17 00:00:00,0.0,46.5,,0.0,9.794,18.5092,,73.91,10.5,24.77,0.0,0.0,42.3752,166.5,0.0,0,7.3,36.04,56.88,13.96,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,0.0,1639.0,1159.5,5.84638,0.02,2.07,56.29,0.0,4.6,4.55184,4.9,0.0,307.76,0.0,0.0,0.0,13.3,2.2,0.405,3.2,119.47,,0.0,46.845,0.0,0.0,0.0,703.75,0.2,0.0,22.87,7.6,11.3863,,,0.0,14.04,0.0,3.75,17.91,,0.0,0.0,0.0
2025-02-17 00:05:00,0.0,44.7,,0.0,9.46,18.8022,,74.03,8.8,27.39,-0.01,0.0,40.4828,167.2,0.0,0,7.3,32.16,56.92,14.17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1648.0,1161.38,3.36099,0.02,2.1,57.01,0.0,3.77,4.78378,4.4,0.0,309.07,0.0,0.0,0.0,11.7,1.6,0.495,4.06,117.81,,0.0,50.137,0.0,0.0,0.0,707.344,0.2,0.0,23.01,8.2,12.4422,,,0.0,14.14,0.0,2.8,16.35,,0.0,0.0,0.0
2025-02-17 00:10:00,0.0,42.7,,0.0,9.75,18.4421,,68.61,7.9,26.83,-0.01,0.0,45.6008,167.0,0.0,0,7.3,32.0,56.84,14.81,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,1637.0,1158.0,2.97578,0.02,2.31,57.51,0.0,3.7,6.14795,4.0,0.0,318.75,0.0,0.0,0.0,10.8,1.6,0.405,4.08,111.71,,0.0,49.229,0.0,0.0,0.0,704.375,0.0,0.0,25.41,8.4,11.5267,,,0.0,14.8,0.0,2.11,14.93,,0.0,0.0,0.0
2025-02-17 00:15:00,0.0,38.6,,0.0,8.51,17.6852,,68.03,8.7,26.45,-0.01,0.0,45.3489,166.2,0.0,0,7.3,35.17,56.96,14.35,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0.0,1638.0,1158.75,4.72544,0.02,2.22,54.78,0.0,4.35,7.28477,3.8,0.0,324.12,0.0,0.0,0.0,12.2,2.5,0.405,4.57,99.67,,0.0,48.528,0.0,0.0,0.0,705.219,0.0,0.0,23.09,8.7,10.5318,,,0.0,14.88,0.0,1.46,18.15,,0.0,0.0,0.0
2025-02-17 00:20:00,0.0,31.4,,0.0,7.937,17.8195,,69.72,7.5,26.89,-0.01,0.0,47.4214,166.9,0.0,0,7.3,36.18,56.84,14.74,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1643.0,1159.12,6.36233,0.02,2.295,52.03,0.0,4.29,6.0564,4.0,0.0,322.02,0.0,0.0,0.0,10.7,1.3,0.315,4.64,91.72,,0.0,51.376,0.0,0.0,0.0,705.625,0.0,0.0,20.41,8.2,11.4107,,,0.0,15.3,0.0,1.43,16.0,,0.0,0.0,0.0
2025-02-17 00:25:00,0.0,28.9,,0.0,8.705,15.8663,,67.2,6.1,28.85,-0.01,0.0,44.3228,166.1,0.0,0,7.3,36.64,56.92,15.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,1643.0,1158.0,8.36753,0.02,2.385,48.72,0.0,5.34,5.44298,3.7,0.0,321.67,0.0,0.0,0.0,11.1,1.7,0.405,5.18,85.07,,0.0,53.731,0.0,0.0,0.0,709.25,0.0,0.0,19.44,7.6,10.7027,,,0.0,15.18,0.0,0.0,17.71,,0.0,0.0,0.0
2025-02-17 00:30:00,0.0,29.7,,0.0,6.912,16.3058,,64.67,4.5,27.06,-0.01,0.0,43.2742,167.2,0.0,0,7.3,40.06,56.72,14.71,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,1648.0,1160.25,9.26291,0.02,2.475,44.87,0.0,6.09,4.22529,3.4,0.0,318.52,0.0,0.0,0.0,11.2,2.6,0.495,5.52,85.51,,0.0,57.049,0.0,0.0,0.0,705.594,0.1,0.0,19.74,6.9,10.0069,,,0.0,11.32,0.0,0.0,16.22,,0.0,0.0,0.0
2025-02-17 00:35:00,0.0,27.9,,0.0,8.194,15.6771,,64.13,3.8,23.44,-0.01,0.0,41.3717,167.2,0.0,0,7.3,42.96,56.8,14.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,0.0,1649.0,1161.75,9.40606,0.02,2.475,46.08,0.0,4.82,4.0315,3.8,0.0,321.94,0.0,0.0,0.0,11.5,2.9,0.405,5.57,92.01,,0.0,53.541,0.0,0.0,0.0,707.156,0.0,0.0,21.65,6.6,8.74952,,,0.0,10.84,0.0,0.0,15.12,,0.0,0.0,0.0
2025-02-17 00:40:00,0.0,28.7,,0.0,7.183,15.9335,,63.13,3.9,22.6,-0.01,0.0,42.027,167.1,0.0,0,7.3,46.93,56.88,14.38,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,0.0,1653.0,1164.38,10.1151,0.02,2.79,46.98,0.0,5.02,2.2721,3.9,0.0,324.71,0.0,0.0,0.0,12.4,2.3,0.405,6.0,93.71,,0.0,46.183,0.0,0.0,0.0,708.219,0.0,0.0,21.27,7.2,9.07912,,,0.0,12.74,0.0,0.0,15.01,,0.0,0.0,0.0
2025-02-17 00:45:00,0.0,24.8,,0.0,8.157,16.8246,,62.84,5.6,23.45,-0.01,0.0,40.1613,167.0,0.0,0,7.3,46.4,56.88,13.89,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,0.0,1638.0,1158.75,9.43557,0.02,3.0,46.52,0.0,4.47,3.93689,3.4,0.0,325.16,0.0,0.0,0.0,12.9,2.3,0.495,6.63,93.5,,0.0,41.625,0.0,0.0,0.0,705.938,0.0,0.0,22.35,7.3,8.59693,,,0.0,10.76,0.0,0.0,13.92,,0.0,0.0,0.0
2025-02-17 00:50:00,0.0,24.5,,0.0,9.247,17.4228,,61.48,7.0,24.84,-0.01,0.0,43.5917,167.4,0.0,0,7.3,45.49,56.92,12.51,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,1654.0,1164.38,8.08514,0.02,3.0,47.83,0.0,5.18,2.76193,2.1,0.0,330.05,0.0,0.0,0.0,12.4,2.0,0.495,6.44,86.58,,0.0,36.927,0.0,0.0,0.0,708.312,0.0,0.0,22.53,8.0,9.52468,,,0.0,10.92,0.0,0.0,11.6,,0.0,0.0,0.0
