SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF
2023-06-25 00:00:00,77.5992,1887.8,0.0,0.0,100.11,51.5814,0.0,0.0,133.756,0.0,0.0,141.59,91.7745,90.1994,0.0,25.78,0.0,0,2276.45,0.0,0.0,0.0,0.0,0.001526,145.193,0.0,108.642,40.5276,0.0,0.0,27.5614,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.398,781.010009766,0.0,0.0,0.00153,0.0,100.385,0.0,0.0,0.04333,0.0,498.889,0.0,53.5,132.371,0.0,0.0,0,103.231,0.0,704.318,0.0,0.00093,0.0,41.2873,0.0,123.212,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0
2023-06-25 00:05:00,77.0986,1917.02,0.0,0.0,99.17,53.6516,0.0,0.0,132.51,0.0,0.0,148.762,92.4337,92.3986,0.0,25.77,0.0,0,2257.21,0.0,0.0,0.0,0.0,0.001526,145.663,0.0,109.118,39.8357,0.0,0.0,27.9705,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.84,774.359985352,0.0,0.0,0.00153,0.0,97.3999,0.0,0.0,0.08352,0.0,473.357,0.0,53.6,132.261,0.0,0.0,0,103.487,0.0,714.963,0.0,0.00093,0.0,42.3244,0.0,121.088,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0
2023-06-25 00:10:00,78.0999,1942.68,0.0,0.0,101.5,51.55,0.0,0.0,131.334,0.0,0.0,146.867,91.5645,90.5976,0.0,25.61,0.0,0,2252.3,0.0,0.0,0.0,0.0,0.001526,145.403,0.0,106.839,40.2626,0.0,0.0,27.6198,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.447,723.520019531,0.0,0.0,0.00153,0.0,98.3063,0.0,0.0,0.13376,0.0,471.216,0.0,53.7,132.151,0.0,0.0,0,103.502,0.0,706.101,0.0,0.00093,0.0,42.8517,0.0,122.769,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0
2023-06-25 00:15:00,78.3982,1932.77,0.0,0.0,101.84,46.6121,0.0,0.0,129.889,0.0,0.0,146.914,91.9246,89.1993,0.0,25.35,0.0,0,2254.23,0.0,0.0,0.0,0.0,0.001526,144.873,0.0,107.664,40.2506,0.0,0.0,27.4445,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.63,726.960021973,0.0,0.0,0.00153,0.0,100.137,0.0,0.0,0.04333,0.0,478.022,0.0,53.4,132.371,0.0,0.0,0,101.521,0.0,700.705,0.0,0.00093,0.0,42.5881,0.0,122.28,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0
2023-06-25 00:20:00,78.1984,1920.71,0.0,0.0,100.24,48.4395,0.0,0.0,127.596,0.0,0.0,151.644,91.9234,89.8985,0.0,25.84,0.0,0,2255.28,0.0,0.0,0.0,0.0,0.001526,141.253,0.0,109.061,40.2602,0.0,0.0,27.3553,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.521,726.940002441,0.0,0.0,0.00153,0.0,105.008,0.0,0.0,0.12371,0.0,477.628,0.0,53.6,132.074,0.0,0.0,0,101.946,0.0,696.701,0.0,0.00093,0.0,42.9572,0.0,118.893,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0
2023-06-25 00:25:00,78.6991,1887.8,0.0,0.0,84.73,49.1009,0.0,0.0,127.4,0.0,0.0,151.698,91.6634,94.3988,0.0,25.07,0.0,0,2245.35,0.0,0.0,0.0,0.0,0.001526,138.463,0.0,109.283,40.4522,0.0,0.0,27.5614,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.203,720.099975586,0.0,0.0,0.00153,0.0,106.793,0.0,0.0,0.04333,0.0,468.257,0.0,53.6,132.129,0.0,0.0,0,103.791,0.0,671.407,0.0,0.00093,0.0,42.2453,0.0,123.179,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0
2023-06-25 00:30:00,78.5979,1864.73,0.0,0.0,75.69,52.0126,0.0,0.0,126.154,0.0,0.0,152.19,92.1846,94.5979,0.0,24.22,0.0,0,2249.18,0.0,0.0,0.0,0.0,0.001526,139.383,0.0,108.661,39.5579,0.0,0.0,27.2968,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.765,718.489990234,0.0,0.0,0.00153,0.0,108.835,0.0,0.0,0.12371,0.0,469.859,0.0,53.5,132.272,0.0,0.0,0,103.762,0.0,701.144,0.0,0.00093,0.0,42.3507,0.0,123.203,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0
2023-06-25 00:35:00,78.3982,1862.85,0.0,0.0,56.41,56.6512,0.0,0.0,129.959,0.0,0.0,149.531,91.794,92.5978,0.0,23.14,0.0,0,2185.97,0.0,0.0,0.0,0.0,0.001526,135.983,0.0,109.219,40.019,0.0,0.0,27.6198,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.291,721.83001709,0.0,0.0,0.00153,0.0,106.473,0.0,0.0,0.04333,0.0,451.539,0.0,53.6,132.162,0.0,0.0,0,103.52,0.0,693.454,0.0,0.00093,0.0,42.4299,0.0,130.741,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0
2023-06-25 00:40:00,76.5979,1848.98,0.0,0.0,49.49,60.7519,0.0,0.0,128.252,0.0,0.0,137.609,91.9246,91.7968,0.0,22.39,0.0,0,2153.28,0.0,0.0,0.0,0.0,0.001526,134.263,0.0,107.563,39.7635,0.0,0.0,27.6506,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.556,712.590026855,0.0,0.0,0.00153,0.0,99.9268,0.0,0.0,0.12371,0.0,451.566,0.0,53.5,132.492,0.0,0.0,0,101.484,0.0,702.194,0.0,0.00093,0.0,42.7023,0.0,133.057,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0
2023-06-25 00:45:00,77.0986,1865.21,0.0,0.0,51.92,58.8115,0.0,0.0,129.236,0.0,0.0,139.118,91.7842,90.3985,0.0,22.74,0.0,0,2149.35,0.0,0.0,0.0,0.0,0.001526,127.753,0.0,108.604,39.7635,0.0,0.0,27.0354,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.493,788.400024414,0.0,0.0,0.00153,0.0,98.5077,0.0,0.0,0.12371,0.0,447.098,0.0,53.6,132.063,0.0,0.0,0,101.773,0.0,705.661,0.0,0.00093,0.0,42.4211,0.0,133.549,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0
