SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF,WANDSF,DULAWF,BBATTERY,CHBESS,WDBESS,MCINTYR,TULLYSM1,KINGASF,CLRKCWF,WAMBOWF
2025-07-21 00:00:00,0.0,0.0,0.1,50.66,0.0,0.0,559.6,592.9,0.0,0.0,0.0,0.0,277.64,0.0,0.0,0.0,0.0,0.0,0,0.0,330.647,0.0,14.235,0.0,0.0,0.0,0.0,71.8675,0.0,0.0,0.0,704.094,0.0,0.0,0.0,0.0,17.2,36.5978,0.0,416.472,0.0,108.410003662,0.0,0.0,22.7,0.0,-1.0,0.0,0.0,0.0,0.0,864.291,0.2175,1117.9,-1.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.15,36.63,0.0,,0.0,0.0,154.9,,,,266.387,10.0,0.0,89.8357,0.579
2025-07-21 00:05:00,0.0,0.0,0.1,51.4025,0.0,0.0,565.5,572.275,0.0,0.0,0.0,0.0,271.05,0.0,0.0,0.0,0.0,0.0,0,0.0,330.442,0.0,15.885,0.0,0.0,0.0,0.0,72.155,0.0,0.0,0.0,710.255,0.0,0.0,0.0,0.0,17.2,35.2686,0.0,421.553,0.0,0.0,0.0,0.0,26.7,0.0,-1.0,0.0,0.0,0.0,0.0,846.693,0.2175,1162.8,-1.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.12,42.22,0.0,,0.0,0.0,151.2,,,,269.828,10.0,0.0,92.2225,0.579
2025-07-21 00:10:00,0.0,0.0,0.1,51.29,0.0,0.0,562.1,566.775,0.0,0.0,0.0,0.0,284.66,0.0,0.0,0.0,0.0,0.0,0,0.0,387.851,0.0,15.802,0.0,0.0,0.0,0.0,72.0375,0.0,0.0,0.0,705.521,0.0,0.0,0.0,0.0,17.2,40.1101,0.0,416.167,0.0,0.0,0.0,0.0,26.7,0.0,-1.0,0.0,0.0,0.0,0.0,839.976,0.2175,1158.8,-1.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.42,43.365,0.0,,0.0,0.0,153.2,,,,266.65,9.9,0.0,97.3358,0.579
2025-07-21 00:15:00,0.0,0.0,0.1,50.2325,0.0,0.0,561.1,551.375,0.0,0.0,0.0,0.0,270.74,0.0,0.0,0.0,0.0,0.0,0,0.0,420.226,0.0,15.388,0.0,0.0,0.0,0.0,71.8,0.0,0.0,0.0,705.303,0.0,0.0,0.0,0.0,17.2,38.6621,0.0,420.378,0.0,0.0,0.0,0.0,26.7,0.0,-1.0,0.0,0.0,0.0,0.0,838.938,0.2175,1152.9,-1.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.46,44.628,0.0,,0.0,0.0,149.7,,,,272.515,10.0,0.0,92.4466,0.579
2025-07-21 00:20:00,0.0,0.0,0.1,33.5825,0.0,0.0,560.7,561.0,0.0,0.0,0.0,0.0,267.08,0.0,0.0,0.0,0.0,0.0,0,0.0,379.094,0.0,16.036,0.0,0.0,0.0,0.0,72.02,0.0,0.0,0.0,703.759,0.0,0.0,0.0,0.0,17.1,31.6959,0.0,465.287,0.0,0.0,0.0,0.0,28.5,0.0,-1.0,0.0,0.0,0.0,0.0,832.99,0.2175,1154.9,-1.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.26,48.647,0.0,,0.0,0.0,146.1,,,,285.442,10.1,0.0,98.4227,0.579
2025-07-21 00:25:00,0.0,0.0,0.1,25.33,0.0,0.0,561.6,576.95,0.0,0.0,0.0,0.0,264.68,0.0,0.0,0.0,0.0,0.0,0,0.0,340.026,0.0,15.39,0.0,0.0,0.0,0.0,71.965,0.0,0.0,0.0,706.511,0.0,0.0,0.0,0.0,17.2,33.5217,0.0,496.66,0.0,0.0,0.0,0.0,35.4,0.0,-1.0,0.0,0.0,0.0,0.0,828.017,0.2175,1119.2,-1.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.57,52.083,0.0,,0.0,0.0,140.0,,,,269.222,10.0,0.0,109.827,0.579
2025-07-21 00:30:00,0.0,0.0,0.1,25.4875,0.0,0.0,562.6,581.35,0.0,0.0,0.0,0.0,253.46,0.0,0.0,0.0,0.0,0.0,0,0.0,330.258,0.0,16.237,0.0,0.0,0.0,0.0,72.2175,0.0,0.0,0.0,708.274,0.0,0.0,0.0,0.0,17.2,39.807,0.0,490.907,0.0,0.0,0.0,0.0,39.6,0.0,-1.0,0.0,0.0,0.0,0.0,823.633,0.2175,1119.8,-1.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.47,45.441,0.0,,0.0,0.0,137.6,,,,288.735,10.1,0.0,110.957,0.579
2025-07-21 00:35:00,0.0,0.0,0.1,25.51,0.0,0.0,560.5,581.35,0.0,0.0,0.0,0.0,248.66,0.0,0.0,0.0,0.0,0.0,0,0.0,329.629,0.0,15.853,0.0,0.0,0.0,0.0,72.0625,0.0,0.0,0.0,707.619,0.0,0.0,0.0,0.0,17.2,47.6221,0.0,493.043,0.0,0.0,0.0,0.0,40.3,0.0,-1.0,0.0,0.0,0.0,0.0,826.53,0.2175,1116.5,-1.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.12,43.65,0.0,,0.0,0.0,137.8,,,,295.879,10.1,0.0,111.026,0.579
2025-07-21 00:40:00,0.0,0.0,0.1,25.24,0.0,0.0,561.3,583.825,0.0,0.0,0.0,0.0,253.26,0.0,0.0,0.0,0.0,0.0,0,0.0,328.576,0.0,16.481,0.0,0.0,0.0,0.0,71.8875,0.0,0.0,0.0,704.749,0.0,0.0,0.0,0.0,17.1,47.6447,0.0,489.106,0.0,0.0,0.0,0.0,40.7,0.0,-1.0,0.0,0.0,0.0,0.0,824.261,0.2175,1119.7,-1.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.02,52.208,0.0,,0.0,0.0,138.0,,,,306.495,9.3,0.0,114.127,0.579
2025-07-21 00:45:00,0.0,0.0,0.1,25.195,0.0,0.0,559.0,578.875,0.0,0.0,0.0,0.0,250.49,0.0,0.0,0.0,0.0,0.0,0,0.0,330.627,0.0,13.802,0.0,0.0,0.0,0.0,71.5975,0.0,0.0,0.0,672.74,0.0,0.0,0.0,0.0,17.2,43.9726,0.0,491.304,0.0,0.0,0.0,0.0,45.3,0.0,-1.0,0.0,0.0,0.0,0.0,823.223,0.2175,1113.7,-1.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.77,52.818,0.0,,0.0,0.0,134.4,,,,309.445,8.8,0.0,112.574,0.579
