SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS
2023-03-05 00:00:00,0.0,0.0,0.0,0.0,11.113,0.0,4.89,0.0,2.4,4.21,-0.01,0.0,5.04858,0.0,-0.06,0,2.3,8.48,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,1624,1148.87,0.0,0.0,1.905,0.0,269.0,0.0,0.0,0.3,541.0,111.12,0.0,0.0,0.0,0.6,-0.4,0,4.03,57.87,0.3,0.0,0.0,0.0,0.21,0.0,1081.84,-0.3,0.0,0.0,0.0,0.0,0.0
2023-03-05 00:05:00,0.0,0.0,0.0,0.0,10.73,0.0,3.74,0.0,2.0,5.13,0.0,0.0,5.7001,0.0,-0.06,0,2.0,10.39,0.04,0.0,0.02618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,1607,1140.22,0.0,0.0,2.22,0.0,267.0,0.0,0.0,1.2,476.1,118.19,0.0,0.0,0.0,0.4,-0.4,0,3.02,55.65,0.0,0.0,0.0,0.0,0.0,0.0,1081.06,-0.3,0.0,0.0,0.0,0.0,0.0
2023-03-05 00:10:00,0.0,0.0,0.0,0.0,8.731,0.0,0.0,0.0,1.5,6.3,-0.01,0.0,6.20262,0.0,-0.06,0,2.0,11.5,0.04,0.0,9.95934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,1622,1145.86,0.0,0.0,2.1,0.0,269.0,0.0,0.0,2.0,486.4,115.4,0.0,0.0,0.0,0.4,-0.4,0,3.44,55.12,0.0,0.0,0.0,0.0,0.0,0.0,1077.86,-0.2,0.0,0.0,0.0,0.0,0.0
2023-03-05 00:15:00,0.0,0.0,0.0,0.0,7.672,0.0,0.0,0.0,1.4,8.4,-0.01,0.0,6.68416,0.0,-0.06,0,2.0,14.69,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,1595,1134.21,0.0,0.0,2.1,0.0,266.0,0.0,0.0,3.2,475.0,97.27,0.0,0.0,0.0,0.5,-0.4,0,2.79,55.35,0.0,0.0,0.0,0.0,0.0,0.0,1074.07,-0.3,0.0,0.0,0.0,0.0,0.0
2023-03-05 00:20:00,0.0,0.0,0.0,0.0,7.027,0.0,4.76,0.0,1.0,10.2,-0.01,0.0,7.09274,0.0,-0.12,0,2.2,17.22,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,1622,1148.87,0.0,0.0,2.745,0.0,270.0,0.0,0.0,4.3,486.6,90.78,0.0,0.0,0.0,0.5,-0.4,0,1.94,54.99,0.0,0.0,0.0,0.0,0.0,0.0,1082.44,-0.2,0.0,0.0,0.0,0.0,0.0
2023-03-05 00:25:00,0.0,0.0,0.0,0.0,5.292,0.0,0.0,0.0,1.3,9.55,0.0,0.0,7.3641,0.0,-0.12,0,2.6,17.47,0.04,0.01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1619,1145.49,0.0,0.0,2.94,0.0,269.0,0.0,0.0,6.1,481.0,81.69,0.0,0.0,0.0,0.9,-0.6,0,2.36,54.36,0.0,0.0,0.0,0.0,0.0,0.0,1078.61,-0.2,0.0,0.0,0.0,0.0,0.0
2023-03-05 00:30:00,0.0,0.0,0.0,0.0,3.549,0.0,0.85,0.0,0.0,9.09,-0.01,0.0,7.9575,0.0,0.0,0,2.7,16.62,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,1626,1151.13,4.09991,0.0,2.94,0.0,270.0,0.0,0.0,6.7,488.8,71.01,0.0,0.0,0.0,1.2,-0.4,0,1.67,55.63,6.3,0.0,0.0,0.0,0.7,0.0,1085.04,-0.2,0.0,0.0,0.0,0.0,0.0
2023-03-05 00:35:00,0.0,0.0,0.0,0.0,2.612,0.0,0.77,0.0,0.0,8.89,-0.01,0.0,8.52531,0.0,0.0,0,2.7,13.74,0.04,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,1621,1146.62,10.3998,0.0,2.64,0.0,271.0,0.0,0.0,7.0,412.1,60.51,0.0,0.0,0.0,1.1,-0.4,0,1.22,54.07,0.1,0.0,0.0,0.0,0.0,0.0,1076.23,-0.2,0.0,0.04,0.0,0.0,0.0
2023-03-05 00:40:00,0.0,0.0,0.0,0.0,2.522,0.0,4.48,0.0,0.0,9.31,-0.01,0.0,8.9001,0.0,0.0,0,3.0,11.74,0.04,2.08,5.08971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,1616,1143.61,7.69982,0.0,2.31,0.0,268.0,0.0,0.0,7.7,407.5,49.98,0.0,0.0,0.0,1.3,-0.2,0,1.23,55.56,0.0,0.0,0.0,0.0,0.0,0.0,1079.81,-0.2,0.0,0.15,0.0,0.0,0.0
2023-03-05 00:45:00,0.0,0.0,0.0,0.0,4.265,0.0,4.86,0.0,0.0,8.24,-0.01,0.0,9.41978,0.0,0.0,0,2.2,9.4,0.04,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,1617,1146.62,7.19983,0.0,2.415,0.0,267.0,0.0,0.0,8.7,412.0,42.75,0.0,0.0,0.0,1.8,-0.2,0,1.35,61.61,0.0,0.0,1.527,0.0,0.0,0.0,1074.97,-0.2,0.0,0.16,0.0,0.0,0.0
