SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA,PAREPS,BOLIVPS
2023-02-05 00:00:00,1.797,0.0,0.0,-0.1,0.0,0.2,0.0,0.0,0.0,3.40397,0.0,18.0808,0.0,0,0.0,0.42,3.26,19.9,27.6,13.6,3.6,0.0,0.0,0.03,0.0,84.21,59.61,6.34097,2.45617,11.7218,0.0,0.0,0,0.0,0.12818,10.5,0.0,2.7,494.290008545,348.71,0.0,59.46,0.0,0.0,0.0,26.3,16.0,26.2718,0.0,0.0,0.01,0.0,0.0,1.3,11.8,5.81,0.0,0.0,0.0
2023-02-05 00:05:00,1.208,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3.0035,0.0,18.2969,0.0,0,0.0,1.62,2.89,18.0,25.8,14.5,2.5,0.0,0.0,0.02,0.0,86.01,52.91,7.05545,2.12124,12.1405,0.0,0.0,0,0.0,0.12818,12.0,0.0,2.7,520.950012207,342.67,0.0,54.28,0.0,0.0,0.0,28.5,15.9,25.7622,0.0,0.0,0.19994,0.0,0.0,2.3,11.5,4.88,0.0,0.0,0.0
2023-02-05 00:10:00,1.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.80444,0.0,19.0172,0.0,0,0.0,5.04,2.9,16.7,22.8,18.1,0.0,0.0,0.0,0.03,0.0,83.2,55.45,6.69821,2.62364,12.3079,0.0,0.0,0,0.0,0.12818,12.4,0.0,2.9,545.270019531,348.039,0.0,48.96,0.0,0.0,0.0,29.0,16.1,26.3279,0.0,0.0,0.19994,0.0,0.0,1.9,11.9,4.52,0.0,0.0,0.0
2023-02-05 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.40397,0.0,20.4579,0.0,0,0.0,6.91,2.32,16.5,22.1,21.8,0.0,0.0,0.0,0.03,0.0,83.68,45.99,6.69821,2.17706,11.2529,0.0,0.0,0,0.0,0.12818,12.0,0.0,4.4,563.979980469,348.039,0.0,42.3,0.0,0.0,0.0,26.4,18.5,25.3215,0.0,0.0,0.19994,0.0,0.0,2.0,11.3,4.2,0.0,0.0,0.0
2023-02-05 00:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0035,0.0,25.2843,0.0,0,0.0,7.6,2.11,17.8,21.8,22.7,0.0,0.0,0.0,0.03,0.0,81.73,52.93,6.6089,2.12124,11.1022,0.0,0.0,0,0.0,0.12818,12.4,0.0,5.0,564.369995117,344.684,0.0,41.01,0.0,0.0,0.0,25.6,17.5,26.051,0.0,0.0,0.19994,0.0,0.0,1.6,12.1,3.76,0.0,0.0,0.0
2023-02-05 00:25:00,1.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0035,0.0,23.8436,0.0,0,0.0,9.68,2.38,18.0,18.7,22.3,0.0,0.0,0.0,0.03,0.0,83.18,51.45,5.44788,1.89795,10.9906,0.0,0.0,0,0.0,0.12818,11.5,0.0,7.6,566.109985352,347.368,0.0,38.44,0.0,0.0,0.0,23.9,19.2,26.3322,0.0,0.0,0.19994,0.0,0.0,1.7,11.8,2.44,0.0,0.0,0.0
2023-02-05 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0035,0.0,21.7546,0.0,0,0.0,10.25,2.43,19.1,17.2,21.9,0.3,0.0,0.0,0.03,0.0,82.43,55.18,5.35857,2.95857,9.87972,0.0,0.0,0,0.0,0.12818,11.0,0.0,16.4,587.390014648,348.039,0.0,35.74,0.0,0.0,0.0,23.6,18.3,26.2491,0.0,0.0,0.19994,0.0,0.0,2.2,12.6,0.97,0.0,0.0,0.0
2023-02-05 00:35:00,2.087,0.0,0.0,0.0,0.0,0.0,0.0,0.551,0.0,3.0035,0.0,22.8351,0.0,0,0.0,10.17,2.74,19.1,16.5,20.2,0.3,0.0,0.0,0.03,0.0,83.38,53.07,5.62649,3.07021,10.5161,0.0,0.0,0,0.0,0.12818,11.0,0.0,21.3,569.760009766,348.039,0.0,33.06,0.0,0.0,0.0,24.0,18.3,27.8284,0.0,0.0,0.59983,0.0,0.0,3.8,13.7,0.49,0.0,0.0,0.0
2023-02-05 00:40:00,1.118,0.0,0.0,-0.1,0.0,0.3,0.0,0.643,0.0,3.0035,0.0,24.0597,0.0,0,0.0,10.42,2.8,16.7,16.4,18.8,3.8,0.0,0.0,0.03,0.0,79.69,52.69,5.09064,3.18186,12.0734,0.0,0.0,0,0.0,0.12818,10.0,0.0,21.5,572.479980469,346.697,0.0,33.48,0.0,0.0,0.0,25.0,17.0,27.2774,0.0,0.0,1.09968,0.0,0.0,3.7,16.3,0.13,0.0,0.0,0.0
2023-02-05 00:45:00,1.087,0.001,0.0,-0.1,0.0,0.2,0.0,0.003,0.0,3.0035,0.0,24.2758,0.0,0,0.0,9.0,2.7,17.2,15.4,17.5,0.0,0.0,0.0,0.03,3.0,82.28,52.9,4.64409,3.7959,12.3078,0.0,0.0,0,0.0,0.12818,11.0,0.0,20.5,559.309997559,347.368,0.0,33.24,0.0,0.0,0.0,24.8,17.7,27.4317,0.0,0.0,1.09968,0.0,0.0,4.5,17.6,0.0,0.0,0.0,0.0
