SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF,WANDSF,DULAWF
2023-06-29 00:00:00,0.51362,0.0,0.2,31.68,0.0,0.0,640.2,0.0,0.0,0.0,0.0,0.0,348.75,36.6175,0.0,0.0,111.399,0.0,0,0.0,501.454,0.0,11.9,0.0,0.0,0.0,-0.136,4.5725,0.0,0.0,27.23,757.874,0.0,0.0,-0.028,0.0,51.075,7.25171,0.02,434.631,0.0,0.0,0.0,0.0,42.7,0.64968,-0.2,0.0,0.0,0.0,0.0,1087.91,210.558,1047.7,424.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.36,28.91,0.07473,,0.0,0.0,58.7
2023-06-29 00:05:00,0.51362,0.0,0.2,31.68,0.0,0.0,639.3,0.0,0.0,0.0,0.0,0.0,359.74,36.6175,0.0,0.0,109.468,0.0,0,0.0,492.335,0.0,11.3,0.0,0.0,0.0,-0.136,4.6975,0.0,0.0,27.2,765.142,0.0,0.0,-0.028,0.0,50.9438,6.0,0.02,434.844,0.0,0.0,0.0,0.0,42.0,0.64968,-0.2,0.0,0.0,0.0,0.0,1032.77,185.836,1047.1,424.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.05,28.619,0.07473,,0.0,0.0,58.5
2023-06-29 00:10:00,0.51362,0.0,0.2,31.68,0.0,0.0,642.1,0.0,0.0,0.0,0.0,0.0,367.33,36.6175,0.0,0.0,111.776,0.0,0,0.0,490.818,0.0,11.6,0.0,0.0,0.0,-0.136,4.6325,0.0,0.0,27.05,763.816,0.0,0.0,-0.028,0.0,50.775,7.26938,0.02,435.226,0.0,0.0,0.0,0.0,40.7,0.64968,-0.2,0.0,0.0,0.0,0.0,967.065,152.739,1048.8,424.75,21.7559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.7,29.438,0.07473,,0.0,0.0,58.6
2023-06-29 00:15:00,0.51362,0.0,0.2,31.68,0.0,0.0,642.3,0.0,0.0,0.0,0.0,0.0,368.33,36.6175,0.0,0.0,111.343,0.0,0,0.0,481.227,0.0,11.5,0.0,0.0,0.0,-0.136,4.58,0.0,0.0,27.33,767.777,0.0,0.0,-0.028,0.0,50.5688,5.14278,0.02,435.119,0.0,0.0,0.0,0.0,43.1,0.64968,-0.2,0.0,0.0,0.0,0.0,939.391,228.302,1050.9,424.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.6,29.981,0.07473,,0.0,0.0,58.4
2023-06-29 00:20:00,0.51362,0.0,0.2,31.68,0.0,0.0,638.8,0.0,0.0,0.0,0.0,0.0,375.18,36.6175,0.0,0.0,109.083,0.0,0,0.0,480.625,0.0,11.6,0.0,0.0,0.0,-0.236,4.5025,0.0,0.0,27.28,768.113,0.0,0.0,-0.028,0.0,50.8125,5.0,0.02,432.8,0.0,0.0,0.0,0.0,46.3,0.64968,-0.2,0.0,0.0,0.0,0.0,873.366,228.103,1050.2,424.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.71,32.508,0.07473,,0.0,0.0,58.6
2023-06-29 00:25:00,0.51362,0.0,0.2,31.68,0.0,0.0,637.4,0.0,0.0,0.0,0.0,0.0,380.86,36.6175,0.0,0.0,110.369,0.0,0,0.0,485.46,0.0,11.4,0.0,0.0,0.0,-0.236,4.4475,0.0,0.0,27.24,765.26,0.0,0.0,-0.028,0.0,50.625,3.0,0.02,435.684,0.0,0.0,0.0,0.0,36.5,0.64968,-0.2,0.0,0.0,0.0,0.0,814.558,187.63,1045.6,424.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.01,32.394,0.07473,,0.0,0.0,58.7
2023-06-29 00:30:00,0.51362,0.0,0.2,31.68,0.0,0.0,640.4,0.0,0.0,0.0,0.0,0.0,366.17,36.6175,0.0,0.0,110.63,0.0,0,0.0,484.021,0.0,11.0,0.0,0.0,0.0,-0.236,4.5625,0.0,0.0,27.38,762.389,0.0,0.0,-0.028,0.0,50.6812,3.0,0.02,434.493,0.0,0.0,0.0,0.0,40.0,0.64968,-0.2,0.0,0.0,0.0,0.0,800.1,185.437,1049.6,424.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.7,31.315,0.07473,,0.0,0.0,58.4
2023-06-29 00:35:00,0.51362,0.0,0.2,31.68,0.0,0.0,646.3,0.0,0.0,0.0,0.0,0.0,366.76,36.6175,0.0,0.0,113.169,0.0,0,0.0,486.538,0.0,11.6,0.0,0.0,0.0,-0.236,4.68,0.0,0.0,25.89,760.19,0.0,0.0,-0.028,0.0,50.7563,2.0,0.02,434.554,0.0,16.6599998474,0.0,0.0,41.5,0.64968,-0.2,0.0,0.0,0.0,0.0,797.383,190.022,1050.7,423.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.79,30.822,0.07473,,0.0,0.0,58.4
2023-06-29 00:40:00,0.51362,0.0,0.2,31.68,0.0,0.0,642.0,0.0,0.0,0.0,0.0,0.0,353.68,36.6175,0.0,0.0,111.527,0.0,0,0.0,486.86,0.0,11.6,0.0,0.0,0.0,-0.236,4.665,0.0,0.0,25.31,759.318,0.0,0.0,-0.028,0.0,50.7937,2.05651,0.02,435.272,0.0,24.0200004578,0.0,0.0,39.6,0.64968,-0.2,0.0,0.0,0.0,0.0,780.155,206.371,1050.7,424.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.4,29.946,0.07473,,0.0,0.0,58.2
2023-06-29 00:45:00,0.51362,0.0,0.2,31.68,0.0,0.0,643.2,0.0,0.0,0.0,0.0,0.0,337.46,36.6175,0.0,0.0,111.119,0.0,0,0.0,487.102,0.0,11.4,0.0,0.0,0.0,-0.236,4.635,0.0,0.0,25.42,757.22,0.0,0.0,-0.028,0.0,50.8313,1.0,0.02,435.638,0.0,0.0,0.0,0.0,30.0,0.64968,-0.2,0.0,0.0,0.0,0.0,783.219,191.618,1048.7,424.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.25,28.506,0.07473,,0.0,0.0,58.3
