SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF
2023-01-29 00:00:00,0.28199,0.0,0.1,66.32,0.0,0.0,259.9,0.0,0.0,0.0,0.0,0.0,321.28,0.0,0.0,0.0,22.8765,0.0,0,0.0,1209.95,0.0,22.0,0.0,0.0,0.0,-0.164,86.3375,0.0,0.0,17.68,720.04,0.0,0.0,0.054,0.0,46.3313,32.6717,0.0,869.902,0.0,0.0,0.0,0.0,-0.3,0.0,12.9,0.0,0.0,0.0,0.0,1072.27,234.084,1339.0,420.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.97,14.639,0.0,,0.0
2023-01-29 00:05:00,0.28199,0.0,0.1,66.32,0.0,0.0,258.1,0.0,0.0,0.0,0.0,0.0,322.36,0.0,0.0,0.0,0.0,0.0,0,0.0,1157.62,0.0,22.5,0.0,0.0,0.0,-0.164,86.3425,0.0,0.0,16.03,719.705,0.0,0.0,0.054,0.0,46.1625,25.174,0.0,869.017,0.0,0.0,0.0,0.0,-0.3,0.0,12.9,0.0,0.0,0.0,0.0,1009.9,281.137,1319.9,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21,14.262,0.0,,0.0
2023-01-29 00:10:00,0.28199,0.0,0.1,66.32,0.0,0.0,259.2,0.0,0.0,0.0,0.0,0.0,322.2,0.0,0.0,0.0,0.0,0.0,0,0.0,1156.57,0.0,22.4,0.0,0.0,0.0,-0.164,86.0075,0.0,0.0,13.81,717.405,0.0,0.0,0.054,0.0,46.0312,19.6874,0.0,868.758,0.0,0.0,0.0,0.0,-0.3,0.0,12.9,0.0,0.0,0.0,0.0,962.399,266.981,1305.1,419.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.03,9.835,0.0,,0.0
2023-01-29 00:15:00,0.28199,0.0,0.1,66.32,0.0,0.0,257.3,0.0,0.0,0.0,0.0,0.0,332.61,0.0,0.0,0.0,0.0,0.0,0,0.0,1157.28,0.0,22.2,0.0,0.0,0.0,-0.164,85.8925,0.0,0.0,14.01,717.069,0.0,0.0,0.054,0.0,46.0875,19.5533,0.0,869.093,0.0,0.0,0.0,0.0,-0.3,0.0,9.8,0.0,0.0,0.0,0.0,903.155,274.159,1287.4,418.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.45,12.404,0.0,,0.0
2023-01-29 00:20:00,0.28199,0.0,0.1,66.32,0.0,0.0,258.6,0.0,0.0,0.0,0.0,0.0,333.06,0.0,0.0,0.0,0.0,0.0,0,0.0,1154.12,0.0,22.4,0.0,0.0,0.0,-0.164,85.645,0.0,0.0,14.55,717.069,0.0,0.0,0.054,0.0,46.2937,22.6048,0.0,869.154,0.0,32.8199996948,0.0,0.0,-0.3,0.0,9.8,0.0,0.0,0.0,0.0,851.128,221.125,1287.7,420.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.17,17.698,0.0,,0.0
2023-01-29 00:25:00,0.28199,0.0,0.1,66.32,0.0,0.0,257.1,0.0,0.0,0.0,0.0,0.0,333.48,0.0,0.0,0.0,0.0,0.0,0,0.0,1153.07,0.0,21.9,0.0,0.0,0.0,-0.164,85.7,0.0,0.0,14.13,714.216,0.0,0.0,0.054,0.0,46.0875,21.9146,0.0,867.857,0.0,0.0,0.0,0.0,-0.3,0.0,9.8,0.0,0.0,0.0,0.0,819.455,217.935,1281.7,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.41,12.411,0.0,,0.0
2023-01-29 00:30:00,0.28199,0.0,0.1,66.32,0.0,0.0,260.2,0.0,0.0,0.0,0.0,0.0,317.1,0.0,0.0,0.0,0.0,0.0,0,0.0,1153.07,0.0,22.1,0.0,0.0,0.0,-0.164,85.63,0.0,0.0,12.3,717.959,0.0,0.0,0.054,0.0,46.0312,27.1073,0.0,869.567,0.0,0.0,0.0,0.0,-0.3,0.0,10.9,0.0,0.0,0.0,0.0,830.888,223.717,1291.0,420.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.4,11.518,0.0,,0.0
2023-01-29 00:35:00,0.28199,0.0,0.1,66.32,0.0,0.0,257.2,0.0,0.0,0.0,0.0,0.0,301.13,0.0,0.0,0.0,0.0,0.0,0,0.0,1153.07,0.0,21.3,0.0,0.0,0.0,-0.164,85.54,0.0,0.0,11.46,715.525,0.0,0.0,0.054,0.0,46.0875,23.895,0.0,867.003,0.0,0.0,0.0,0.0,-0.3,0.0,10.9,0.0,0.0,0.0,0.0,817.673,217.138,1283.0,418.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.1,10.267,0.0,,0.0
2023-01-29 00:40:00,0.28199,0.0,0.1,66.32,0.0,0.0,259.4,0.0,0.0,0.0,0.0,0.0,303.71,0.0,0.0,0.0,0.0,0.0,0,0.0,1152.03,0.0,21.9,0.0,0.0,0.0,-0.164,85.66,0.0,0.0,13.26,717.506,0.0,0.0,0.054,0.0,47.4563,21.4641,0.0,868.117,0.0,0.0,0.0,0.0,-0.3,0.0,10.9,0.0,0.0,0.0,0.0,830.94,219.331,1289.0,419.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.6,10.896,0.0,,0.0
2023-01-29 00:45:00,0.28199,0.0,0.1,66.32,0.0,0.0,259.1,0.0,0.0,0.0,0.0,0.0,308.57,0.0,0.0,0.0,0.0,0.0,0,0.0,1152.03,0.0,22.6,0.0,0.0,0.0,-0.164,85.4525,0.0,0.0,9.85,716.851,0.0,0.0,0.054,0.0,47.6438,27.433,0.0,869.444,0.0,0.0,0.0,0.0,-0.3,0.0,10.9,0.0,0.0,0.0,0.0,826.71,216.739,1287.1,420.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.79,13.953,0.0,,0.0
2023-01-29 00:50:00,0.28199,0.0,0.1,66.32,0.0,0.0,259.6,0.0,0.0,0.0,0.0,0.0,309.31,0.0,0.0,0.0,0.0,0.0,0,0.0,1150.97,0.0,21.7,0.0,0.0,0.0,-0.164,85.86,0.0,0.0,9.61,714.652,0.0,0.0,0.054,0.0,48.0,32.6636,0.0,869.094,0.0,0.0,0.0,0.0,-0.3,0.0,12.0,0.0,0.0,0.0,0.0,829.068,221.324,1292.2,418.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.6,11.112,0.0,,0.0
2023-01-29 00:55:00,0.28199,0.0,0.1,66.32,0.0,0.0,259.4,0.0,0.0,0.0,0.0,0.0,307.39,0.0,0.0,0.0,0.0,0.0,0,0.0,1153.07,0.0,22.2,0.0,0.0,0.0,-0.164,85.8875,0.0,0.0,9.78,718.496,0.0,0.0,0.054,0.0,47.7188,30.9484,0.0,869.322,0.0,0.0,0.0,0.0,-0.3,0.0,13.4,0.0,0.0,0.0,0.0,827.479,218.533,1285.1,421.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.16,10.525,0.0,,0.0
2023-01-29 01:00:00,0.28199,0.0,0.1,66.32,0.0,0.0,259.1,0.0,0.0,0.0,0.0,0.0,297.26,0.0,0.0,0.0,0.0,0.0,0,0.0,1153.07,0.0,22.4,0.0,0.0,0.0,-0.164,85.8375,0.0,0.0,8.71,713.108,0.0,0.0,0.054,0.0,47.7937,42.4899,0.0,867.11,0.0,0.0,0.0,0.0,-0.3,0.0,11.8,0.0,0.0,0.0,0.0,824.582,220.527,1287.1,420.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.07,10.409,0.0,,0.0
