SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA,PAREPS,BOLIVPS,TB2B,TB2SF,TI
2023-06-29 00:00:00,0.0,0.0,108.585,27.9,0.0,8.9,0.0,0.0,0.0,2.60304,10.2,6.33908,0.0,0,0.17624,16.92,7.98,23.3,21.3,25.6,0.1,0.0,0.0,0.03,0.0,19.82,11.58,0.0,4.24248,8.10456,7.992,0.0,0.0,0.0,0.08545,15.8,0.0,22.1,30.8600006104,476.22,191.35,0.0,0.0,0.0,0.0,61.9,35.4,31.7871,66.624,17.4,2.49927,0.0,268.0,4.2,19.9,25.8,0.0,0.0,32.45,0.0,0.0,0.0
2023-06-29 00:05:00,0.0,0.0,59.389,34.4,0.0,7.2,0.0,0.0,0.0,3.10362,9.5,6.55518,0.0,0,0.17624,16.84,5.74,23.8,19.4,23.0,5.7,0.0,0.0,0.03,3.3,20.22,11.19,0.0,4.85652,14.5906,15.04,0.0,0.0,0.0,0.08545,16.3,0.0,22.9,49.9099998474,476.22,191.75,0.0,0.0,0.0,0.0,54.0,28.4,30.5457,66.0022,19.3,2.09939,0.0,254.0,4.5,21.3,26.94,0.0,0.0,65.27,0.0,0.0,0.0
2023-06-29 00:10:00,0.0,0.0,57.8326,28.2,0.0,9.1,0.0,0.0,0.0,4.30502,9.7,6.48315,0.0,0,0.17624,14.32,6.01,21.5,18.7,22.1,18.3,0.0,0.0,0.03,9.6,19.74,9.4,0.0,4.63323,12.8212,15.089,0.0,0.0,0.0,0.08545,14.8,0.0,23.5,49.9099998474,481.589,191.25,0.0,0.0,0.0,0.0,53.0,26.7,28.7199,66.041,17.6,1.89945,0.0,263.0,4.7,24.8,30.32,0.0,0.0,42.49,0.0,0.0,0.0
2023-06-29 00:15:00,0.0,0.0,58.7405,34.7,0.0,9.1,0.0,0.0,0.0,3.50409,6.1,4.68227,0.0,0,0.17624,11.06,6.82,19.1,16.1,19.7,12.2,0.0,0.0,0.03,23.1,18.81,9.03,0.0,6.08461,13.0388,15.083,0.0,0.0,0.0,0.08545,10.5,0.0,21.2,49.9099998474,484.273,191.58,0.0,0.0,0.0,0.0,57.3,20.0,32.8062,66.4297,19.5,2.29933,0.0,222.0,5.8,27.6,32.09,0.0,0.0,65.27,0.0,0.0,0.0
2023-06-29 00:20:00,0.0,0.0,74.5415,27.9,0.0,8.2,0.0,0.0,0.0,4.80561,4.7,4.03396,0.0,0,0.17624,8.71,6.35,20.6,13.3,19.2,35.6,0.0,0.0,0.03,21.3,17.72,9.67,0.0,8.20585,18.0846,15.081,0.0,0.0,0.0,0.08545,9.1,0.0,23.0,49.9099998474,479.576,191.65,0.0,0.0,0.0,0.0,61.6,18.8,32.5694,66.1188,17.5,1.79948,0.0,173.0,6.3,21.9,30.12,0.0,0.0,91.64,0.0,0.0,0.0
2023-06-29 00:25:00,0.0,0.0,109.729,34.5,0.0,8.9,0.0,0.0,0.0,8.91039,4.1,2.44919,0.0,0,0.17624,4.36,6.17,17.6,12.4,15.2,37.3,0.0,0.0,0.03,23.7,18.84,8.96,0.0,8.15002,20.3732,15.064,0.0,0.0,0.0,0.08545,9.1,0.0,22.1,29.75,489.642,191.18,0.0,0.0,0.0,0.0,48.1,17.5,38.5657,66.7795,19.5,1.89945,0.0,131.0,6.8,16.0,25.65,0.0,0.0,96.99,0.0,0.0,0.0
2023-06-29 00:30:00,0.0,0.0,109.401,34.5,0.0,7.9,0.0,0.0,0.0,10.2119,9.7,1.58477,0.0,0,0.17624,5.46,6.32,18.0,11.1,12.7,12.5,0.0,0.0,0.03,24.0,24.35,9.55,0.0,7.98256,19.9658,15.062,0.0,0.0,0.0,0.08545,8.6,0.0,19.9,49.9099998474,484.273,191.43,0.0,0.0,0.0,0.0,39.0,15.3,31.1497,67.2071,19.3,2.29933,0.0,123.0,7.3,10.7,23.2,0.0,0.0,97.34,0.0,0.0,0.0
2023-06-29 00:35:00,0.0,0.0,76.014,33.7,0.0,6.2,0.0,0.0,0.0,12.1141,6.9,1.72884,0.0,0,0.17624,6.47,8.27,13.5,10.8,10.8,65.9,0.0,0.0,0.04,24.0,27.44,11.67,0.0,7.64762,20.3789,15.12,0.0,0.0,0.0,0.08545,10.0,0.0,15.8,25.0799999237,488.971,191.4,0.0,0.0,0.0,0.0,33.9,15.4,24.3031,67.4014,19.4,1.39959,0.0,165.0,7.4,8.9,18.74,0.0,0.0,97.58,0.0,0.0,0.0
2023-06-29 00:40:00,0.0,0.0,85.9096,34.0,0.0,5.2,0.0,0.0,0.0,11.4133,3.6,2.23308,0.0,0,0.17624,5.29,8.08,12.1,9.8,11.2,5.7,0.0,0.0,0.03,24.0,27.39,11.77,0.0,6.75447,15.7571,15.092,0.0,0.0,0.0,0.08545,12.9,0.0,14.2,49.9000015259,482.26,191.03,0.0,0.0,0.0,0.0,28.1,14.3,19.4132,67.0127,19.6,0.19994,0.0,205.0,10.5,7.2,16.18,0.0,0.0,97.39,0.0,0.0,0.0
2023-06-29 00:45:00,0.0,0.0,75.8233,33.5,0.0,4.2,0.0,0.0,0.0,9.01051,2.1,3.09751,0.0,0,0.17624,5.93,6.99,9.6,9.3,10.4,0.3,0.0,0.0,0.03,19.2,22.26,13.21,0.0,7.36851,11.9112,15.074,0.0,0.0,0.0,0.08545,11.0,0.0,12.3,28.6299991608,484.944,190.75,0.0,0.0,0.0,0.0,27.7,11.4,18.041,66.9739,19.5,0.19994,0.0,248.0,10.7,4.9,12.78,0.001,0.0,97.27,0.0,0.0,0.0
2023-06-29 00:50:00,0.0,0.0,76.0903,32.4,0.0,3.6,0.0,0.0,0.0,9.01051,1.9,3.52972,0.0,0,0.17624,5.72,6.6,9.1,9.3,11.4,0.0,0.0,0.0,0.03,18.15,20.29,13.48,0.0,6.86612,14.0882,15.074,0.0,0.0,0.0,0.08545,8.6,0.0,10.5,25.0699996948,482.26,191.55,0.0,0.0,0.0,0.0,23.4,10.3,17.8758,66.8573,19.5,0.19994,0.0,284.0,10.3,6.8,13.45,0.001,0.0,97.58,0.0,0.0,0.0
2023-06-29 00:55:00,0.0,0.0,107.601,32.5,0.0,3.6,0.0,0.0,0.0,8.00934,6.9,4.17803,0.0,0,0.17624,6.28,6.03,9.9,9.8,12.9,0.0,0.0,0.0,0.03,22.65,18.03,12.99,0.0,9.71304,10.8337,15.098,0.0,0.0,0.0,0.08545,7.6,0.0,12.1,25.0799999237,476.22,191.2,0.0,0.0,0.0,0.0,20.0,8.9,14.0691,67.3237,19.6,0.59983,0.0,293.0,8.3,7.7,14.76,0.0,0.0,97.1,0.0,0.0,0.0
2023-06-29 01:00:00,0.0,0.0,80.2637,31.9,0.0,3.7,0.0,0.0,0.0,7.20841,8.4,3.45768,0.0,0,0.17624,6.9,4.06,9.5,9.1,12.3,0.0,0.0,0.0,0.03,23.85,15.31,10.42,0.0,8.98735,12.3744,15.101,0.0,0.0,0.0,0.08545,7.2,0.0,13.6,49.9000015259,474.207,191.73,0.0,0.0,0.0,0.0,15.9,7.0,14.0203,66.5074,19.1,1.09968,0.0,292.0,8.3,8.8,17.85,0.0,0.0,97.48,0.0,0.0,0.0
2023-06-29 01:05:00,0.0,0.0,101.26,28.0,0.0,4.4,0.0,0.0,0.0,4.80561,8.2,3.02547,0.0,0,0.17624,7.32,3.47,10.6,9.2,11.0,0.0,0.0,0.0,0.03,23.85,13.73,10.2,0.0,7.64762,10.9008,15.076,0.0,0.0,0.0,0.08545,7.6,0.0,13.4,30.8500003815,481.589,191.63,0.0,0.0,0.0,0.0,14.0,7.6,13.7965,66.8573,19.5,1.29962,0.0,287.0,7.3,13.3,16.7,0.0,0.0,97.12,0.0,0.0,0.0
2023-06-29 01:10:00,0.0,0.0,90.8002,28.1,0.0,6.6,0.0,0.0,0.0,4.80561,7.9,4.61024,0.0,0,0.17624,8.49,2.18,9.8,8.5,10.2,3.2,0.0,0.0,0.03,24.0,13.28,9.0,0.0,4.63323,7.80867,15.034,0.0,0.0,0.0,0.08545,6.2,0.0,13.4,49.9000015259,482.931,191.73,0.0,0.0,0.0,0.0,12.9,7.6,11.9257,67.0516,19.2,1.79948,0.0,290.0,7.4,14.6,17.55,0.0,0.0,97.73,0.0,0.0,0.0
2023-06-29 01:15:00,0.0,0.0,81.8583,27.9,0.0,9.4,0.0,0.0,0.0,3.70432,6.1,2.80937,0.0,0,0.17624,7.54,2.22,9.8,6.7,6.7,0.0,0.0,0.0,0.04,23.85,10.74,6.66,0.0,2.51199,6.78735,14.999,0.0,0.0,0.0,0.08545,7.2,0.0,12.5,49.9000015259,482.26,190.98,0.0,0.0,0.0,0.0,11.7,6.4,11.7999,67.4014,19.4,2.09939,0.0,288.0,7.9,12.8,17.62,0.0,0.0,97.29,0.0,0.0,0.0
