SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF
2023-04-02 00:00:00,143.498,2446.69,0.0,0.0,0.0,16.4591,0.0,0.0,56.8837,0.0,173.787,68.6732,11.9539,23.1987,0.0,8.75,0.0,0,2005.52,0.0,0.0,0.0,0.0,0.001526,32.1645,0.0,82.4764,27.4393,0.0,0.0,6.81536,0.0,0.0,639.277,0.0,0.0,0.0,0.0,0.026,0.0,0.0,350.555,0.0,0.0,0.0,0.00153,0.0,47.2282,0.0,0.0,0.19405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.1696,0.0,630.097,0.0,0.08656,0.0,30.9863,0.0,38.424,0.0,0.0,0.0,0.0
2023-04-02 00:05:00,146.897,2396.94,0.0,0.0,0.0,17.5036,0.0,0.0,59.8368,0.0,173.912,67.8553,12.4141,22.8978,0.0,8.34,0.0,0,2040.95,0.0,0.0,0.0,0.0,0.001526,39.1344,0.0,81.3147,28.9009,0.0,0.0,6.95995,0.0,0.0,637.904,0.0,0.0,0.0,0.0,0.026,0.0,0.0,345.208,0.0,0.0,0.0,0.00153,0.0,56.4569,0.0,0.0,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.4225,0.0,629.194,0.0,0.0,0.0,32.9902,0.0,37.5598,1.95147,0.0,0.0,0.0
2023-04-02 00:10:00,146.796,2343.4,0.0,0.0,0.0,18.6591,0.0,0.0,61.6689,0.0,173.406,70.8431,13.2332,20.2958,0.0,8.51,0.0,0,2032.92,0.0,0.0,0.0,0.0,0.001526,38.1544,0.0,82.2288,33.7371,0.0,0.0,6.9015,0.0,0.0,626.167,0.0,0.0,0.0,0.0,0.026,0.0,0.0,344.109,0.0,0.0,0.0,0.00153,0.0,61.5015,0.0,0.0,0.1639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17.3568,0.0,631.538,0.0,0.06236,0.0,31.25,0.0,37.3059,0.0,0.0,0.0,0.0
2023-04-02 00:15:00,154.895,2326.89,0.0,0.0,0.0,18.904,0.0,0.0,60.2275,0.0,173.49,69.3843,14.5736,18.4992,0.0,8.94,0.0,0,1966.68,0.0,0.0,0.0,0.0,0.001526,39.7444,0.0,84.0823,32.4088,0.0,0.0,6.93226,0.0,0.0,637.062,0.0,0.0,0.0,0.0,0.026,0.0,0.0,350.603,0.0,0.0,0.0,0.00153,0.0,68.1117,0.0,0.0,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14.4381,0.0,631.025,0.0,6.58541,0.0,27.7607,0.0,40.2576,0.0,0.0,0.0,0.0
2023-04-02 00:20:00,152.998,2286.7,0.0,0.0,0.0,18.8705,0.0,0.0,59.9658,0.0,173.743,74.0978,14.4234,15.5963,0.0,9.11,0.0,0,1901.2,0.0,0.0,0.0,0.0,0.001526,42.0044,0.0,85.1361,30.3601,0.0,0.0,6.9015,0.0,0.0,638.398,0.0,0.0,0.0,0.0,0.026,0.0,0.0,351.556,0.0,0.0,0.0,0.00153,0.0,74.5205,0.0,0.0,0.2041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14.255,0.0,630.659,0.0,0.27459,0.0,26.6269,0.0,42.6563,0.0,0.0,0.0,0.0
2023-04-02 00:25:00,152.998,2264.19,0.0,0.0,0.0,18.1923,0.0,0.0,60.9501,0.0,173.659,77.5799,14.974,12.897,0.0,8.63,0.0,0,1838.24,0.0,0.0,0.0,0.0,0.001526,42.2944,0.0,88.9828,31.7232,0.0,0.0,6.93226,0.0,0.0,638.71,0.0,0.0,0.0,0.0,0.026,0.0,0.0,348.089,0.0,0.0,0.0,0.00153,0.0,74.5571,0.0,0.0,0.1639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15.1302,0.0,630.049,0.0,10.8522,0.0,21.8895,0.0,44.4459,0.0,0.0,0.0,0.0
2023-04-02 00:30:00,159.595,2210.31,0.0,0.0,0.0,21.0516,0.0,0.0,58.8486,0.0,173.912,76.6674,13.9242,11.096,0.0,7.93,0.0,0,1801.64,0.0,0.0,0.0,0.0,0.001526,40.4944,0.0,87.472,32.4064,0.0,0.0,6.7846,0.0,0.0,638.105,0.0,0.0,0.0,0.0,0.026,0.0,0.0,347.478,0.0,0.0,0.0,0.00153,0.0,80.4898,0.0,0.0,0.1639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14.6066,0.0,630.244,0.0,0.00093,0.0,18.699,0.0,52.8847,0.0,0.0,0.0,0.0
2023-04-02 00:35:00,160.197,2211.46,0.0,0.0,0.0,23.5321,0.0,0.0,55.1141,0.0,173.659,81.0101,13.7142,11.6978,0.0,7.72,0.0,0,1813.72,0.0,0.0,0.0,0.0,0.001526,37.5144,0.0,91.0712,30.0427,0.0,0.0,6.93226,0.0,0.0,636.402,0.0,0.0,0.0,0.0,0.026,0.0,0.0,329.436,0.0,0.0,0.0,0.00153,0.0,81.9547,0.0,0.0,0.17395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13.42,0.0,628.657,0.0,2.86035,0.0,18.4441,0.0,54.6719,0.0,0.0,0.0,0.0
2023-04-02 00:40:00,158.094,2215.12,0.0,0.0,0.0,22.7325,0.0,0.0,51.7078,0.0,174.289,85.3574,13.2247,11.1978,0.0,7.82,0.0,0,1808.04,0.0,0.0,0.0,0.0,0.001526,36.3945,0.0,93.5786,27.6353,0.0,0.0,6.84305,0.0,0.0,636.549,0.0,0.0,0.0,0.0,0.026,0.0,0.0,315.642,0.0,0.0,0.0,0.00153,0.0,86.0655,0.0,0.0,0.17395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.0833,0.0,631.489,0.0,0.71206,0.0,15.7195,0.0,56.105,0.0,0.0,0.0,0.0
2023-04-02 00:45:00,159.797,2174.15,0.0,0.0,0.0,24.1622,0.0,0.0,49.0203,0.0,173.659,87.19,12.3238,10.9986,0.0,9.37,0.0,0,1820.17,0.0,0.0,0.0,0.0,0.001526,36.5544,0.0,88.9003,25.6222,0.0,0.0,7.28295,0.0,0.0,640.577,0.0,0.0,0.0,0.0,0.026,0.0,0.0,302.361,32.2000007629,0.0,0.0,0.00153,0.0,93.7102,0.0,0.0,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.9513,0.0,632.466,0.0,0.0,0.0,15.2009,0.0,58.2425,0.0075,0.0,0.0,0.0
