SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA,PAREPS,BOLIVPS,TB2B,TB2SF
2023-03-26 00:00:00,0.0,0.0,0.0,-0.1,0.0,8.7,0.0,0.0,0.0,1.70199,56.5,32.1276,0.06867,0,0.0,27.65,26.79,68.1,74.3,73.1,0.0,0.0,0.0,0.03,0.0,0.0,0.0,2.58997,0.66986,5.64884,0.0,0.0,0.0,0.0,0.08545,5.2,0.0,89.9,267.910003662,372.199,0.0,17.56,0.0,0.0,0.0,22.2,33.9,38.7948,0.0,0.0,18.6945,0.0,0.0,21.7,10.8,31.88,0.0,0.395,0.0,0.0,0.0
2023-03-26 00:05:00,0.861,0.0,0.0,-0.1,0.0,7.0,0.0,0.0,0.0,1.70199,57.9,30.6869,0.0,0,0.0,27.52,25.91,61.8,67.9,68.1,1.1,0.0,0.0,0.02,0.9,0.0,0.0,1.96481,1.17226,6.04512,0.0,0.0,0.0,0.0,0.08545,6.2,0.0,90.8,300.880004883,350.052,0.0,16.78,0.0,0.0,0.0,22.3,31.9,38.5412,0.0,0.0,20.594,0.0,0.0,22.8,10.8,26.51,0.0,0.395,0.0,0.0,0.0
2023-03-26 00:10:00,0.007,0.0,0.0,-0.1,0.0,8.2,0.0,0.0,0.0,1.70199,58.6,30.975,0.0,0,0.0,25.85,24.12,63.4,65.0,72.1,9.4,0.0,0.0,0.03,0.0,0.0,0.0,0.9824,1.73048,6.5307,0.0,0.0,0.0,0.0,0.08545,7.2,0.0,89.4,317.029998779,349.381,0.0,12.52,0.0,0.0,0.0,22.1,31.9,35.6473,0.0,0.0,22.2935,0.0,0.0,25.6,10.8,22.4,0.0,0.395,0.0,0.0,0.0
2023-03-26 00:15:00,0.585,0.0,0.0,-0.1,0.0,6.8,0.0,0.0,0.0,1.30152,57.5,31.9835,0.05951,0,0.0,26.27,20.93,67.5,69.5,69.9,9.5,0.0,0.0,0.02,0.0,0.0,0.0,1.69688,2.67946,4.92861,0.0,0.0,0.0,0.0,0.08545,6.2,0.0,85.8,332.589996338,348.039,0.0,11.62,0.0,0.0,0.0,20.6,29.5,35.6327,0.0,0.0,20.7939,0.0,0.0,22.8,11.7,23.06,0.0,0.395,0.0,0.0,0.0
2023-03-26 00:20:00,0.813,0.0,0.0,-0.1,0.0,8.4,0.0,0.0,0.0,1.70199,58.7,30.2547,0.0,0,0.0,27.31,21.07,63.9,69.9,71.6,4.0,0.0,0.0,0.03,0.0,0.0,0.0,2.32205,2.40035,6.49715,0.0,0.0,0.0,0.0,0.08545,5.7,0.0,83.8,320.220001221,348.039,0.0,11.59,0.0,0.0,0.0,20.7,29.6,38.3074,0.0,0.0,20.694,0.0,0.0,21.8,10.6,21.85,0.0,0.395,0.0,0.0,0.0
2023-03-26 00:25:00,0.085,0.0,0.0,-0.1,0.0,7.2,0.0,0.0,0.0,1.70199,58.9,28.5979,0.0,0,0.0,27.15,18.92,69.2,71.3,72.0,0.0,0.0,0.0,0.03,0.0,0.09,0.0,2.8579,2.00959,6.27947,0.0,0.0,0.0,0.0,0.08545,5.2,0.0,84.0,330.940002441,348.71,0.0,17.01,0.0,0.0,0.0,19.5,31.1,37.1982,0.0,0.0,19.0944,0.0,0.0,21.2,10.1,22.5,0.0,0.395,0.0,0.0,0.0
2023-03-26 00:30:00,0.085,0.0,0.0,-0.1,0.0,7.6,0.0,0.001,0.0,1.50175,58.5,28.0937,0.0,0,0.0,27.95,22.0,65.7,69.7,73.4,0.0,0.0,0.0,0.02,0.0,1.23,0.0,3.39376,1.45137,5.97812,0.0,0.0,0.0,0.0,0.08545,5.2,0.0,85.6,330.329986572,344.013,0.0,17.3,0.0,0.0,0.0,18.1,31.5,36.3207,0.0,0.0,19.0944,0.0,0.0,19.0,11.0,25.76,0.0,0.395,0.0,0.0,0.0
2023-03-26 00:35:00,0.078,0.0,0.0,-0.1,0.0,5.7,0.0,0.0,0.0,1.90222,59.5,27.8055,0.0,0,0.0,30.92,21.93,69.6,68.0,74.3,0.0,0.0,0.0,0.03,0.0,1.53,0.0,3.751,1.61884,7.79781,0.0,0.0,0.0,0.0,0.08545,4.8,0.0,83.0,343.579986572,346.697,0.0,17.53,0.0,0.0,0.0,17.5,29.0,35.4299,0.0,0.0,17.8948,0.0,0.0,23.2,11.6,24.79,0.0,0.395,0.0,0.0,0.0
2023-03-26 00:40:00,0.058,0.0,0.0,-0.1,0.0,5.1,0.0,0.0,0.0,2.70315,57.2,28.4538,0.0,0,0.0,30.57,21.8,67.9,66.8,72.4,0.0,0.0,0.0,0.03,0.0,3.58,0.48,4.01892,2.56782,10.3263,0.0,0.0,0.0,0.0,0.08545,4.8,0.0,85.8,347.589996338,343.341,0.0,14.92,0.0,0.0,0.0,17.6,28.7,33.8965,0.0,0.0,17.8948,0.0,0.0,20.1,12.5,22.5,0.0,0.395,0.0,0.0,0.0
2023-03-26 00:45:00,0.077,0.0,0.0,-0.1,0.0,4.8,0.0,0.0,0.0,3.10362,58.1,26.2928,0.0,0,0.0,29.87,20.74,71.8,67.6,75.8,0.0,0.0,0.0,0.03,0.0,3.13,0.73,3.751,3.18186,13.0,0.0,0.0,0.0,0.0,0.08545,5.2,0.0,85.1,345.540008545,340.657,0.0,14.48,0.0,0.0,0.0,18.2,27.9,31.7895,0.0,0.0,16.7951,0.0,0.0,25.1,14.1,22.53,0.0,0.395,0.0,0.0,0.0
